id,ticker,name,sector,μ,σ
343,NRG,NRG Energy,Utilities,0.04130508859950421,0.3229633151331707
358,PH,Parker-Hannifin,Industrials,0.14974085298901327,0.3282450635192264
366,PKI,PerkinElmer,Health Care,0.1797663792196901,0.2875053967034483
127,STZ,Constellation Brands,Consumer Staples,0.040952990133506194,0.27036267324373764
116,CLX,Clorox,Consumer Staples,0.0250077233247987,0.24571481808106801
414,SPG,Simon Property Group,Real Estate,-0.09796871656553306,0.42155450612895673
468,VTR,Ventas,Real Estate,-0.03670155451575058,0.41988491345494416
230,HLT,Hilton Worldwide,Consumer Discretionary,0.14049710068946955,0.3387680725785352
279,LH,LabCorp,Health Care,0.12466418927039034,0.273618946102518
79,BR,Broadridge Financial Solutions,Information Technology,0.09650541367842481,0.233009328050581
195,FITB,Fifth Third Bancorp,Financials,0.07669993215825703,0.37117501889774407
374,PPG,PPG Industries,Materials,0.06594490549938829,0.27455479976105057
141,DE,Deere & Co.,Industrials,0.25645496060440387,0.3045569457811611
450,TDG,TransDigm Group,Industrials,0.14517058217894235,0.3847847200708431
477,VNO,Vornado Realty Trust,Real Estate,-0.20501308117544015,0.3570443185320397
388,PWR,Quanta Services,Industrials,0.3568198399565057,0.31234322975456447
135,CMI,Cummins,Industrials,0.11200613062345928,0.2692627731824339
389,DGX,Quest Diagnostics,Health Care,0.09614434616863186,0.24699832198745225
485,WAT,Waters Corporation,Health Care,0.13483244791748772,0.2748252135229596
138,DHR,Danaher Corporation,Health Care,0.2676059475188595,0.23227772908244845
222,HAL,Halliburton,Energy,-0.06523796992735013,0.5202348807497501
502,ZBRA,Zebra Technologies,Information Technology,0.24925114164390483,0.35341345528391077
107,CB,Chubb,Financials,0.09505681510604203,0.23803759878072323
276,KHC,Kraft Heinz,Consumer Staples,-0.07635481754287178,0.2797918339568858
46,AAPL,Apple,Information Technology,0.33739042950253817,0.2764178277007881
295,MTB,M&T Bank,Financials,-0.016572313229340763,0.3319366324126936
57,AVB,AvalonBay Communities,Real Estate,0.03654749951224591,0.25070806818204866
381,PTC,PTC,Information Technology,0.10364235532427046,0.34506486595942687
152,DG,Dollar General,Consumer Discretionary,0.21608652574139403,0.2394010794562054
247,INCY,Incyte,Health Care,-0.002252987613271839,0.3188054617291393
170,LLY,Eli Lilly & Co,Health Care,0.30203844832977916,0.25767445579033804
397,RSG,Republic Services,Industrials,0.15946566399158438,0.18345991793946514
129,GLW,Corning,Information Technology,0.05047944948744146,0.29547923641270607
238,HUM,Humana,Health Care,0.13216644960144974,0.28974092091486603
250,ICE,Intercontinental Exchange,Financials,0.10808272052030202,0.2095729697588192
448,TSCO,Tractor Supply Company,Consumer Discretionary,0.2632680574650771,0.27535376069657186
78,AVGO,Broadcom,Information Technology,0.21285205634464605,0.3170756294344948
438,TXN,Texas Instruments,Information Technology,0.14074307298621105,0.25629205675051075
133,CCI,Crown Castle,Real Estate,0.11452376768387665,0.23554972403869134
258,IQV,IQVIA,Health Care,0.18476384960985673,0.30453999789091285
436,TER,Teradyne,Information Technology,0.2769274864648514,0.3991247812272581
72,BA,Boeing,Industrials,-0.19513594069611634,0.45597824516278457
184,EXC,Exelon,Utilities,0.013121652391373138,0.26671944527048563
252,IP,International Paper,Materials,-0.026328874010395333,0.29083443843856155
1,MMM,3M,Industrials,-0.08226918499445922,0.23872946183475682
137,DHI,D. R. Horton,Consumer Discretionary,0.1878217540281868,0.3539009222672227
154,D,Dominion Energy,Utilities,0.011195228268482358,0.21634050806522204
22,LNT,Alliant Energy,Utilities,0.0789944641002609,0.2109322081391898
313,MCHP,Microchip Technology,Information Technology,0.14564525577238768,0.36794161910803014
435,TFX,Teleflex,Health Care,0.018539834542851144,0.29597391665331235
427,SYY,Sysco,Consumer Staples,0.05299497788001401,0.3588305546169135
454,TYL,Tyler Technologies,Information Technology,0.17871413893263435,0.2674890271562648
391,RJF,Raymond James Financial,Financials,0.1536946503034866,0.3111188219953029
237,HPQ,HP,Information Technology,0.10599571438891038,0.34549209378880996
206,FOX,Fox Corporation (Class B),Communication Services,-0.05946925741586606,0.31092678458675466
288,LYV,Live Nation Entertainment,Communication Services,0.16223633370027943,0.43638905583875703
270,KEY,KeyCorp,Financials,0.014772742287211725,0.3632598080912067
299,MAR,Marriott International,Consumer Discretionary,0.05027345488210475,0.39537873401869966
33,AIG,American International Group,Financials,0.017760838771933383,0.3686179510385536
345,NVDA,Nvidia,Information Technology,0.37260748129028465,0.42781983852924216
500,XYL,Xylem,Industrials,0.09314373843215847,0.27649965997743114
40,APH,Amphenol,Information Technology,0.1430258988703411,0.2412466955083793
400,ROK,Rockwell Automation,Industrials,0.12002880557918758,0.3034719471620665
113,C,Citigroup,Financials,-0.061321982059281514,0.3407476505874922
231,HOLX,Hologic,Health Care,0.1583139453731215,0.28050874787846164
432,TGT,Target Corporation,Consumer Discretionary,0.2599013267393875,0.3139936250892017
245,ITW,Illinois Tool Works,Industrials,0.10749084572818375,0.24039827385311827
254,INTU,Intuit,Information Technology,0.22605601725800503,0.3092433189912372
283,LEG,Leggett & Platt,Consumer Discretionary,-0.020562107611496298,0.34230175707763
165,EBAY,eBay,Consumer Discretionary,0.1105561794759882,0.2973791080296572
309,MRK,Merck & Co.,Health Care,0.06529540435399392,0.20519464970492235
142,DAL,Delta Air Lines,Industrials,-0.11259369232109358,0.44644125789248057
416,SNA,Snap-on,Industrials,0.0891881598797435,0.28275442181270427
482,WBA,Walgreens Boots Alliance,Consumer Staples,-0.12218547971455368,0.2945326349589218
114,CFG,Citizens Financial Group,Financials,0.025494920675233967,0.38063603050798084
55,ADP,Automatic Data Processing,Information Technology,0.13585220530800807,0.23555350860562443
265,JCI,Johnson Controls,Industrials,0.15453792897983468,0.27097139273482557
325,MSI,Motorola Solutions,Information Technology,0.17838212934390812,0.25340737874620667
136,CVS,CVS Health,Health Care,0.09863460641228675,0.25903622355878436
117,CME,CME Group,Financials,0.04201022961131895,0.23615963531229292
45,APA,APA Corporation,Energy,-0.035373244242507706,0.6777735110530148
145,DXCM,DexCom,Health Care,0.3992118712066334,0.4325911951019407
418,LUV,Southwest Airlines,Industrials,-0.07127940100859075,0.35384720106925494
444,TRV,The Travelers Companies,Financials,0.0627008423549025,0.23331174326422588
282,LVS,Las Vegas Sands,Consumer Discretionary,-0.13545917188412346,0.41262728295457884
275,KLAC,KLA Corporation,Information Technology,0.330486479538795,0.36844013855648644
337,NI,NiSource,Utilities,0.013015457054671126,0.22689662519789477
342,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,-0.30572317295801904,0.6801814386659181
393,O,Realty Income Corporation,Real Estate,0.03181052544438157,0.27246342400810386
457,UDR,UDR,Real Estate,0.05226532648083567,0.2519129011491351
460,UA,Under Armour (Class C),Consumer Discretionary,-0.1130182566014097,0.47932243871614433
363,PNR,Pentair,Industrials,0.046925292607658854,0.34646609145894103
378,PGR,Progressive Corporation,Financials,0.15208049056879505,0.22241621038200698
351,OMC,Omnicom Group,Communication Services,-0.006550520727990313,0.28772432938958525
158,DTE,DTE Energy,Utilities,0.02616376138724948,0.24101133884712758
218,GILD,Gilead Sciences,Health Care,-0.01692497505115358,0.2378618019919331
176,EQIX,Equinix,Real Estate,0.14006947938903155,0.25388485456453774
437,TSLA,Tesla,Consumer Discretionary,0.751881335605015,0.5699963571891783
148,DFS,Discover Financial Services,Financials,0.11020908928101898,0.42223984037224044
92,CAT,Caterpillar,Industrials,0.11297784630177314,0.30047160201897527
36,AMP,Ameriprise Financial,Financials,0.19531079723436243,0.3406398854282942
469,VRSN,Verisign,Information Technology,0.08436857738460601,0.25204082902594105
451,TRMB,Trimble,Information Technology,0.17383887276064888,0.3424559588010331
118,CMS,CMS Energy,Utilities,0.0698164575104853,0.20575036165169852
162,DXC,DXC Technology,Information Technology,-0.252606517739575,0.5317231120735928
494,WHR,Whirlpool Corporation,Consumer Discretionary,0.07725211271256238,0.3455129138782724
84,CZR,Caesars Entertainment,Consumer Discretionary,0.5381261338816805,0.7409307766986929
7,ATVI,Activision Blizzard,Communication Services,0.07458442989808375,0.3050859502756542
203,FTV,Fortive,Industrials,-0.04384071292171553,0.27740329227122995
25,GOOG,Alphabet (Class C),Communication Services,0.21411349356183657,0.26007426207630946
95,CDW,CDW,Information Technology,0.20237420392426936,0.2799463713190142
292,LOW,Lowe's,Consumer Discretionary,0.21387945120744292,0.2999846575619047
353,ORCL,Oracle,Information Technology,0.13155955973608763,0.24022281370746046
232,HD,Home Depot,Consumer Discretionary,0.14501191994009355,0.24572750036256086
93,CBOE,Cboe Global Markets,Financials,0.026469179254435333,0.24878174713260773
296,MRO,Marathon Oil,Energy,0.043918271839533556,0.5640314261695113
304,MTCH,Match Group,Communication Services,0.40586964351518623,0.5732967010940497
18,ALB,Albemarle Corporation,Materials,0.27207771512448187,0.42806825990239156
240,HII,Huntington Ingalls Industries,Industrials,-0.02640810799402758,0.28005273859582513
476,V,Visa,Information Technology,0.11791922234789394,0.24914935082018744
147,DLR,Digital Realty Trust,Real Estate,0.04874399147394138,0.2564796474947458
16,AKAM,Akamai Technologies,Information Technology,0.09387538879240866,0.26180024082014836
370,PNW,Pinnacle West Capital,Utilities,-0.03951610852515363,0.23180384764451215
415,SWKS,Skyworks Solutions,Information Technology,0.09944512373333583,0.3481854514256262
349,OXY,Occidental Petroleum,Energy,-0.11450779265530332,0.5731541727955554
19,ARE,Alexandria Real Estate Equities,Real Estate,0.0796147910813964,0.2306304372321392
44,AON,Aon,Financials,0.17028908023062966,0.2277326844942046
266,JPM,JPMorgan Chase,Financials,0.058153017014161736,0.2775687083760564
217,GPC,Genuine Parts,Consumer Discretionary,0.10527216981608135,0.2640721989127288
31,AEP,American Electric Power,Utilities,0.05771609404605123,0.21172790565290392
146,FANG,Diamondback Energy,Energy,0.0018909368332551272,0.5904487544064574
368,PM,Philip Morris International,Consumer Staples,0.0324235020569556,0.24836829837403598
489,WST,West Pharmaceutical Services,Health Care,0.3285680862804783,0.2863261733557952
74,BWA,BorgWarner,Consumer Discretionary,-0.019694492562921617,0.3454817706761866
61,BAC,Bank of America,Financials,0.07099915517461396,0.3077816113799199
29,AEE,Ameren Corp,Utilities,0.08793339220188605,0.21297428817554329
412,NOW,ServiceNow,Information Technology,0.2760502857751117,0.37703122818389495
390,RL,Ralph Lauren Corporation,Consumer Discretionary,-0.02625316149187517,0.3966089672601805
380,PRU,Prudential Financial,Financials,0.0105526566835674,0.3374976248940148
212,GNRC,Generac Holdings,Industrials,0.44140302407447346,0.42291069457752023
303,MA,Mastercard,Information Technology,0.1484366649795125,0.2816067886871986
424,SIVB,SVB Financial,Financials,0.1661230450882444,0.4498728081595746
228,HES,Hess Corporation,Energy,0.15604347642292277,0.47839783003908
159,DUK,Duke Energy,Utilities,0.06207801641491719,0.20151276597443796
193,FDX,FedEx,Industrials,0.016215093055679038,0.3312542068748095
463,UPS,United Parcel Service,Industrials,0.15740226871766025,0.2619589976482379
101,CF,CF Industries,Materials,0.16523205260331822,0.3970438065810186
360,PAYC,Paycom,Information Technology,0.2786183477987836,0.4137400437822722
105,CVX,Chevron Corporation,Energy,0.040104055389192234,0.30360405464012313
223,HBI,Hanesbrands,Consumer Discretionary,-0.10291086750293085,0.42642586761030365
399,RHI,Robert Half International,Industrials,0.10922686360887104,0.31288466642387364
285,LEN,Lennar,Consumer Discretionary,0.15455728504252822,0.3809129826989879
17,ALK,Alaska Air Group,Industrials,-0.06765895007685892,0.4292204970621025
421,STT,State Street Corporation,Financials,-0.008865157668036807,0.33187177666739515
271,KEYS,Keysight Technologies,Information Technology,0.267744166978813,0.2807468467900598
426,SNPS,Synopsys,Information Technology,0.33624280727022543,0.2867245027088498
166,ECL,Ecolab,Materials,0.04329822431727239,0.25590725367851436
198,FISV,Fiserv,Information Technology,0.073894835866816,0.2674608608729451
214,GE,General Electric,Industrials,-0.02706849428323949,0.4056010544163258
331,NEM,Newmont,Materials,0.1309297819420696,0.29814695577913924
80,BRO,Brown & Brown,Financials,0.20925222144541467,0.22141715064674977
462,UAL,United Airlines,Industrials,-0.17745680432846536,0.5376567343885449
89,CCL,Carnival Corporation,Consumer Discretionary,-0.4002128770593084,0.6423553941928408
51,AIZ,Assurant,Financials,0.13069005808627554,0.2590340120295247
274,KMI,Kinder Morgan,Energy,-0.009113514617664567,0.2845891926980694
246,ILMN,Illumina,Health Care,0.0033584360232797317,0.3736759570228641
490,WDC,Western Digital,Information Technology,-0.07115183319970236,0.45777747685112774
143,XRAY,Dentsply Sirona,Health Care,-0.02569011094967507,0.32133224077560524
48,APTV,Aptiv,Consumer Discretionary,0.09901096753339308,0.41938684990125774
15,APD,Air Products & Chemicals,Materials,0.12471287024556926,0.23428566533040165
493,WY,Weyerhaeuser,Real Estate,0.0431222617293068,0.3237383274437949
330,NWL,Newell Brands,Consumer Discretionary,-0.018449181441997923,0.40038403206417555
97,CNC,Centene Corporation,Health Care,0.08578922440050905,0.3205208976733292
284,LDOS,Leidos,Industrials,0.11236536769347376,0.2615231021892027
134,CSX,CSX,Industrials,0.11227734451156796,0.26122992176545984
402,ROP,Roper Technologies,Industrials,0.10941680874119127,0.22887972105538726
413,SHW,Sherwin-Williams,Materials,0.17625746232391765,0.26595741352995383
110,CINF,Cincinnati Financial,Financials,0.09403674698681196,0.2929678315867793
501,YUM,Yum! Brands,Consumer Discretionary,0.08411396721943842,0.2358175763435588
30,AAL,American Airlines Group,Industrials,-0.25054190251120273,0.5636445881917851
419,SWK,Stanley Black & Decker,Industrials,-0.02559092571474074,0.35883869148916375
234,HRL,Hormel,Consumer Staples,0.05858021761586395,0.198582552670031
6,ACN,Accenture,Information Technology,0.17869526112758444,0.25000463376894905
473,VFC,VF Corporation,Consumer Discretionary,-0.1349826762704194,0.3483795498052146
219,GPN,Global Payments,Information Technology,0.026741056741044697,0.3302924180423903
367,PFE,Pfizer,Health Care,0.054978750454401884,0.2309981104155171
272,KMB,Kimberly-Clark,Consumer Staples,0.037152472309805354,0.1991544743584343
164,ETN,Eaton Corporation,Industrials,0.18390414017195403,0.2844550187979873
153,DLTR,Dollar Tree,Consumer Discretionary,0.1007908270989774,0.3354063146362164
186,EXPD,Expeditors,Industrials,0.12619122100759897,0.23293284126715527
253,IPG,Interpublic Group,Communication Services,0.10146186580380089,0.3245934498543365
470,VRSK,Verisk Analytics,Industrials,0.1384232231070866,0.22307998680212665
64,BDX,Becton Dickinson,Health Care,0.011796460603221799,0.21387415394113976
267,JNPR,Juniper Networks,Information Technology,0.03196416499807294,0.25752520516181804
394,REG,Regency Centers,Real Estate,0.005845842977530706,0.326643856946612
139,DRI,Darden Restaurants,Consumer Discretionary,0.07535584072057024,0.41140749987061437
13,AFL,Aflac,Financials,0.06721639273713574,0.27268734803184924
359,PAYX,Paychex,Information Technology,0.1460874541757321,0.24144066479433066
4,ABBV,AbbVie,Health Care,0.11859563392365816,0.2667425759830509
405,SPGI,S&P Global,Financials,0.1819991772182966,0.24779549923473984
104,CHTR,Charter Communications,Communication Services,0.12670602676140408,0.2862370070877761
316,MAA,Mid-America Apartments,Real Estate,0.16105028387040846,0.23197372329855537
456,USB,U.S. Bancorp,Financials,-0.010448192579678137,0.2873806144552587
328,NTAP,NetApp,Information Technology,0.03309117041378311,0.3347170215538962
179,EL,Estée Lauder Companies,Consumer Staples,0.17600337984013076,0.2913716718106775
52,T,AT&T,Communication Services,-0.12254959179056864,0.24572892312800682
369,PSX,Phillips 66,Energy,-0.05332343033976302,0.3660806427723264
410,SEE,Sealed Air,Materials,0.09141915883240086,0.302781233855944
356,PCAR,Paccar,Industrials,0.08733811764855928,0.24217003615246943
486,WEC,WEC Energy Group,Utilities,0.0901352840605031,0.21930831660244063
300,MMC,Marsh & McLennan,Financials,0.1693210475764641,0.20163506509690748
171,EMR,Emerson Electric Company,Industrials,0.07888233690774543,0.28131975156732586
11,AMD,Advanced Micro Devices,Information Technology,0.4604844557462567,0.46876667886675705
302,MAS,Masco,Industrials,0.10801821870270654,0.27680946187644656
478,VMC,Vulcan Materials,Materials,0.10812251560429091,0.30876090256029537
487,WFC,Wells Fargo,Financials,-0.05003098895697381,0.3219543182694443
85,CPB,Campbell Soup,Consumer Staples,0.043800209306996615,0.24602234379024596
119,KO,Coca-Cola Company,Consumer Staples,0.06802480167270576,0.19106272026791876
39,AMGN,Amgen,Health Care,0.07107818789202262,0.2223346094007043
406,CRM,Salesforce,Information Technology,0.10354226855238294,0.32974024988609413
216,GM,General Motors,Consumer Discretionary,0.04716124575465293,0.3899583956153577
495,WMB,Williams Companies,Energy,0.031993760412932455,0.32687428214692815
126,ED,Consolidated Edison,Utilities,0.021022063890679205,0.20914296515569714
108,CHD,Church & Dwight,Consumer Staples,0.11702903180160916,0.21136273685478765
441,HIG,The Hartford,Financials,0.07703969437443799,0.3193322236254748
443,MOS,The Mosaic Company,Materials,0.14996581866576011,0.4693139354721994
382,PEG,Public Service Enterprise Group,Utilities,0.04710055596644804,0.2165144736589789
156,DOV,Dover Corporation,Industrials,0.1537375506282897,0.26635011769879363
439,TXT,Textron,Industrials,0.04551045959481452,0.35720119286800517
124,CAG,Conagra Brands,Consumer Staples,0.020250479823127596,0.26939439980579283
10,AAP,Advance Auto Parts,Consumer Discretionary,0.08909689255007619,0.3072183805107545
2,AOS,A. O. Smith,Industrials,0.044197457484259066,0.26602463307661606
261,JKHY,Jack Henry & Associates,Information Technology,0.08214468079369522,0.22928756859059335
27,AMZN,Amazon,Consumer Discretionary,0.14474094167692714,0.303115082798394
307,MCK,McKesson Corporation,Health Care,0.20945592473184538,0.2761341561765019
144,DVN,Devon Energy,Energy,0.1107084066475043,0.5588655604609966
273,KIM,Kimco Realty,Real Estate,0.07795115483218368,0.3777592336385041
257,IPGP,IPG Photonics,Information Technology,-0.09965620189443444,0.41884737885689843
352,OKE,Oneok,Energy,-0.027065300218214464,0.4760415309320296
200,FMC,FMC Corporation,Materials,0.08666706856462988,0.3047113221081164
290,LMT,Lockheed Martin,Industrials,0.06178249798119735,0.2329376131192934
20,ALGN,Align Technology,Health Care,0.09136516784005305,0.47397692536481834
312,MGM,MGM Resorts International,Consumer Discretionary,0.06742721289853246,0.5035302109682724
484,WM,Waste Management,Industrials,0.14743076415344827,0.18715958958539244
81,BF.B,Brown–Forman,Consumer Staples,0.08175172368035692,0.23752342964585568
340,NOC,Northrop Grumman,Industrials,0.09091456242978241,0.24545296027650101
187,EXR,Extra Space Storage,Real Estate,0.18076566859635929,0.243736569997873
213,GD,General Dynamics,Industrials,0.0351959049963092,0.23572038190767103
329,NFLX,Netflix,Communication Services,0.0224435995470328,0.39587565018584686
398,RMD,ResMed,Health Care,0.22378971398786368,0.29510002970560306
344,NUE,Nucor,Materials,0.19191219713841384,0.35696713592141
346,NVR,NVR,Consumer Discretionary,0.13236250628190965,0.3295469262899712
189,FFIV,F5 Networks,Information Technology,0.03592244617445223,0.2930280761665082
9,ADBE,Adobe,Information Technology,0.17139244260865355,0.30736223030481125
227,HSIC,Henry Schein,Health Care,0.019605858993663766,0.3104630132494262
294,LYB,LyondellBasell,Materials,-0.015178448513763751,0.3716726099942156
109,CI,Cigna,Health Care,0.09873074964212608,0.306337343094542
409,STX,Seagate Technology,Information Technology,0.1232711945188975,0.35876971647752787
481,WAB,Wabtec,Industrials,0.018768326929438618,0.3382823814145812
445,DIS,The Walt Disney Company,Communication Services,0.03599280836048959,0.28960738157456123
466,UHS,Universal Health Services,Health Care,0.0011436526643991394,0.3424014760637062
249,INTC,Intel,Information Technology,-0.05290183828546539,0.30450973091735145
383,PSA,Public Storage,Real Estate,0.1172954754709316,0.21271163927324033
395,REGN,Regeneron Pharmaceuticals,Health Care,0.1748541295783837,0.28579224247469903
372,PNC,PNC Financial Services,Financials,0.0657707091231624,0.29567992320785125
241,IBM,IBM,Information Technology,-0.018169571968783285,0.2413945069335417
401,ROL,Rollins,Industrials,0.11793356152247454,0.2505873660144566
88,KMX,CarMax,Consumer Discretionary,0.09775789326011616,0.39059319072607296
209,GPS,Gap,Consumer Discretionary,-0.16013467766662723,0.5592900477721866
120,CTSH,Cognizant Technology Solutions,Information Technology,-0.0011875695538827763,0.2774535241349082
498,XEL,Xcel Energy,Utilities,0.09381499417093708,0.20130506981444699
323,MCO,Moody's Corporation,Financials,0.17412053044498582,0.2732668527523156
260,JBHT,J. B. Hunt,Industrials,0.13362314650202053,0.26887351403575016
297,MPC,Marathon Petroleum,Energy,0.051357837077625854,0.4174318349621694
24,GOOGL,Alphabet (Class A),Communication Services,0.21054431029623022,0.25992663323709353
8,ADM,ADM,Consumer Staples,0.16160742522960872,0.2379286796109386
37,ABC,AmerisourceBergen,Health Care,0.13612107391806502,0.27011869660829946
83,CDNS,Cadence Design Systems,Information Technology,0.34586007166585886,0.30348491559855734
201,F,Ford,Consumer Discretionary,0.10712457759939055,0.3846399942815808
121,CL,Colgate-Palmolive,Consumer Staples,0.04369216201501849,0.176771060469128
311,MTD,Mettler Toledo,Health Care,0.22275656591041026,0.2700043370795738
281,LW,Lamb Weston,Consumer Staples,0.018053465586135624,0.32684420035828027
14,A,Agilent Technologies,Health Care,0.2004177101488843,0.2567472907751887
464,URI,United Rentals,Industrials,0.23056373251102308,0.4257625758452725
491,WU,Western Union,Information Technology,-0.0333599896151885,0.2642102559340931
386,QRVO,Qorvo,Information Technology,0.15072031980343595,0.37231368936378967
433,TEL,TE Connectivity,Information Technology,0.1103891893250697,0.27824593669259146
447,TJX,TJX Companies,Consumer Discretionary,0.097901192905023,0.2983698183420732
314,MU,Micron Technology,Information Technology,0.120942935150126,0.4090098980165382
357,PKG,Packaging Corporation of America,Materials,0.07689075492782582,0.27387540012678235
461,UNP,Union Pacific,Industrials,0.11730107871034479,0.2556194344048456
480,GWW,W. W. Grainger,Industrials,0.15132775744834284,0.2782692604985312
334,NEE,NextEra Energy,Utilities,0.17768024841778846,0.23297782459053737
403,ROST,Ross Stores,Consumer Discretionary,0.03227599021743173,0.34810697377991745
174,EOG,EOG Resources,Energy,-0.0016416795443039013,0.44458419412257943
322,MNST,Monster Beverage,Consumer Staples,0.13211283128828918,0.2553554610569519
269,K,Kellogg's,Consumer Staples,0.016659488203819264,0.2133567970045525
315,MSFT,Microsoft,Information Technology,0.268955431046515,0.23965404099633378
123,CMA,Comerica,Financials,-0.025888534115916146,0.3854428476060185
305,MKC,McCormick & Company,Consumer Staples,0.09529300298529975,0.22077036152450077
423,SYK,Stryker Corporation,Health Care,0.09094922220305023,0.27449514753413273
497,WYNN,Wynn Resorts,Consumer Discretionary,-0.16910845604581315,0.5182269224714636
32,AXP,American Express,Financials,0.12052496933670666,0.3290169823412582
197,FE,FirstEnergy,Utilities,0.01082404221768979,0.27063441964012575
233,HON,Honeywell,Industrials,0.07831006661357097,0.24633732583314652
196,FRC,First Republic Bank,Financials,0.14845540245533714,0.29292848741089106
320,MDLZ,Mondelez International,Consumer Staples,0.09654909561875917,0.18229903825987007
408,SLB,Schlumberger,Energy,-0.11104071819201818,0.44658016541339773
471,VZ,Verizon Communications,Communication Services,-0.030462742973462048,0.17340404380518123
324,MS,Morgan Stanley,Financials,0.17831836364966375,0.30742516803197567
210,GRMN,Garmin,Consumer Discretionary,0.14796251137982597,0.25143337248377395
151,DISH,Dish Network,Communication Services,-0.09842846201194126,0.4352838319845659
505,ZTS,Zoetis,Health Care,0.19200003003716629,0.24808043345527628
239,HBAN,Huntington Bancshares,Financials,-0.0032793037166722284,0.34498594787785286
54,ADSK,Autodesk,Information Technology,0.14924831452967316,0.35683460868089056
63,BAX,Baxter International,Health Care,-0.012612833734760872,0.22444986038120648
191,FAST,Fastenal,Industrials,0.17842512066554056,0.25444329024986634
91,CTLT,Catalent,Health Care,0.2351672816515758,0.3778171621469193
205,FOXA,Fox Corporation (Class A),Communication Services,-0.04225834666064238,0.3181968588967575
