id,ticker,name,sector,μ,σ
327,NDAQ,Nasdaq,Financials,0.20111139537910228,0.23024056613796876
483,WMT,Walmart,Consumer Staples,0.10848161146642392,0.20217750108100246
122,CMCSA,Comcast,Communication Services,0.045722358054651045,0.2425183014685972
58,AVY,Avery Dennison,Materials,0.1614720558589377,0.27580612488778294
199,FLT,Fleetcor,Information Technology,0.007033955767472202,0.31488150360020883
434,TDY,Teledyne Technologies,Industrials,0.17504989135561938,0.28009374137059084
173,ETR,Entergy,Utilities,0.06693914216037108,0.2331173398947221
256,IVZ,Invesco,Financials,-0.04788497287584446,0.3949898920255444
188,XOM,ExxonMobil,Energy,0.0015363067112148846,0.3009115114969456
277,KR,Kroger,Consumer Staples,0.15471626934638927,0.28396325739599404
361,PYPL,PayPal,Information Technology,0.11167611360910168,0.36387992681681464
98,CNP,CenterPoint Energy,Utilities,0.0023052752481769433,0.26912409531728937
235,HST,Host Hotels & Resorts,Real Estate,-0.029954846087882243,0.36755968068380157
385,PVH,PVH,Consumer Discretionary,-0.13792494425597876,0.5113277410554766
377,PG,Procter & Gamble,Consumer Staples,0.13872558606392413,0.18286650885985642
411,SRE,Sempra Energy,Utilities,0.06299775715406912,0.2432914469251037
310,MET,MetLife,Financials,0.09970359811783974,0.3123060942613819
321,MPWR,Monolithic Power Systems,Information Technology,0.3425395606742979,0.3892728290542641
371,PXD,Pioneer Natural Resources,Energy,0.07052842828190461,0.44233169684027024
384,PHM,PulteGroup,Consumer Discretionary,0.13057197131244158,0.3766080010519578
76,BSX,Boston Scientific,Health Care,0.05954782247609647,0.2760742463964279
34,AMT,American Tower,Real Estate,0.12298297259821539,0.23991946357926514
318,MHK,Mohawk Industries,Consumer Discretionary,-0.06745024538080423,0.4371170182258064
243,IDXX,Idexx Laboratories,Health Care,0.2248163257718969,0.3016784482102131
50,AJG,Arthur J. Gallagher & Co.,Financials,0.2307107380361047,0.2181989320717669
194,FIS,Fidelity National Information Services,Information Technology,-0.019489329282679917,0.2957712452829593
167,EIX,Edison International,Utilities,-0.004641054952388223,0.27464657055147124
301,MLM,Martin Marietta Materials,Materials,0.15433482620968939,0.3083601355018316
42,ANSS,Ansys,Information Technology,0.15307115710394675,0.28933865473521714
248,IR,Ingersoll Rand,Industrials,-0.20412328102950147,0.6780428281675429
140,DVA,DaVita,Health Care,0.12607182329887623,0.3332883713965337
202,FTNT,Fortinet,Information Technology,0.40144107970299026,0.3784632703643057
458,ULTA,Ulta Beauty,Consumer Discretionary,0.11321795066694829,0.39046978251330544
169,EA,Electronic Arts,Communication Services,0.05231978428630376,0.27285243557436334
87,CAH,Cardinal Health,Health Care,0.02765951642445919,0.3026552348779132
442,HSY,The Hershey Company,Consumer Staples,0.18058781853339625,0.19596780238532638
455,TSN,Tyson Foods,Consumer Staples,0.0326728606488239,0.27589940996805973
180,ETSY,Etsy,Consumer Discretionary,0.36158351376455805,0.5601036443501827
255,ISRG,Intuitive Surgical,Health Care,0.14064877169886728,0.31747447414951147
289,LKQ,LKQ Corporation,Consumer Discretionary,0.13827406038299447,0.3633376384094601
49,ANET,Arista Networks,Information Technology,0.1580714805638841,0.38514035657995666
291,L,Loews Corporation,Financials,0.039255533261992714,0.27610982339512274
503,ZBH,Zimmer Biomet,Health Care,0.01624837621558884,0.29147606602872894
106,CMG,Chipotle Mexican Grill,Consumer Discretionary,0.34141147293626684,0.3453422635599187
225,HCA,HCA Healthcare,Health Care,0.1850128317876867,0.3645935869537966
428,TMUS,T-Mobile US,Communication Services,0.20342280352263972,0.2410488021596782
102,CRL,Charles River Laboratories,Health Care,0.24216832689063106,0.3343733334685983
128,CPRT,Copart,Industrials,0.23076674810898565,0.287219596699946
259,IRM,Iron Mountain,Real Estate,0.10062601933123937,0.287141611101627
347,NXPI,NXP,Information Technology,0.17344315066920937,0.38757914646563735
350,ODFL,Old Dominion Freight Line,Industrials,0.30919347358232185,0.29366541158471293
332,NWSA,News Corp (Class A),Communication Services,0.10182250970539009,0.304768441222853
21,ALLE,Allegion,Industrials,0.07478167999835941,0.2744958877845935
375,PPL,PPL,Utilities,-0.015576079286768093,0.23758933752466427
229,HPE,Hewlett Packard Enterprise,Information Technology,-0.020360508993245992,0.3338827810322718
379,PLD,Prologis,Real Estate,0.1841301226086761,0.2528303025552247
163,EMN,Eastman Chemical,Materials,0.03684821408708097,0.3205460919421384
38,AME,Ametek,Industrials,0.1483732057408074,0.2541541189208327
396,RF,Regions Financial Corporation,Financials,0.06544559240078193,0.3604237547137791
131,COST,Costco,Consumer Staples,0.2277997325923975,0.20259488012853827
440,COO,The Cooper Companies,Health Care,0.08966891306780804,0.2492505221670109
70,BLK,BlackRock,Financials,0.12755860306957942,0.2902638599523729
192,FRT,Federal Realty Investment Trust,Real Estate,-0.03775273001760245,0.3167864382808347
326,MSCI,MSCI,Financials,0.3071270209258895,0.2985869045606833
221,GS,Goldman Sachs,Financials,0.12738476871048451,0.28410973560612607
373,POOL,Pool Corporation,Consumer Discretionary,0.2737132643426564,0.294503520605055
53,ATO,Atmos Energy,Utilities,0.03771294852254718,0.21051643483775592
362,PENN,Penn National Gaming,Consumer Discretionary,0.16931441911377912,0.7077185584688854
47,AMAT,Applied Materials,Information Technology,0.26861364146998856,0.3879208768544966
175,EFX,Equifax,Industrials,0.16646703817213873,0.28964799191444
407,SBAC,SBA Communications,Real Estate,0.16802580580535945,0.2513866630052179
492,WRK,WestRock,Materials,-0.03702949587854527,0.35648451777353796
286,LNC,Lincoln National,Financials,-0.05348555194242796,0.5032675080111187
338,NSC,Norfolk Southern,Industrials,0.1286699946243582,0.2717252024070522
467,VLO,Valero Energy,Energy,-0.001444834475510816,0.4158546531285823
178,ESS,Essex Property Trust,Real Estate,0.028167279347148872,0.2546095033164184
3,ABT,Abbott Laboratories,Health Care,0.1511490721560318,0.2302713722242517
387,QCOM,Qualcomm,Information Technology,0.233159924421436,0.34023152030232884
306,MCD,McDonald's,Consumer Discretionary,0.10303403744939202,0.2077200642957063
459,UAA,Under Armour (Class A),Consumer Discretionary,-0.1041235696897411,0.49116609701678704
96,CE,Celanese,Materials,0.06214910825766995,0.32529247122679944
472,VRTX,Vertex Pharmaceuticals,Health Care,0.10725373135645758,0.27766667471175416
155,DPZ,Domino's Pizza,Consumer Discretionary,0.136319681260838,0.28281080101148853
181,RE,Everest Re,Financials,0.050827642270550345,0.2651706707181271
65,BRK.B,Berkshire Hathaway,Financials,0.10534162803743341,0.19499973916171986
504,ZION,Zions Bancorp,Financials,0.033619190719863856,0.3452858529528497
446,TMO,Thermo Fisher Scientific,Health Care,0.2474505903290248,0.2463300488082684
298,MKTX,MarketAxess,Financials,0.10733759394258008,0.3073192024624948
