volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
5.646302e6,30.2276,30.32,30.01,30.725,29.95,38887
6.400412e6,31.0078,30.42,31.21,31.4,30.42,32047
5.555074e6,31.7234,31.33,31.72,32.04,31.2,31824
5.591749e6,31.8726,32.1,31.94,32.4,31.53,34060
4.273472e6,31.9098,32.04,31.97,32.21,31.44,27495
4.885518e6,31.8437,31.7,31.88,32.15,31.58,29225
6.557573e6,32.0834,31.5,32.18,32.35,31.5,28175
5.31535e6,32.3341,31.98,32.37,32.635,31.98,27195
4.708113e6,31.7375,32.25,31.71,32.4,31.48,28432
3.528172e6,31.7992,31.64,31.67,31.99,31.64,20543
4.449554e6,32.088,31.49,32.26,32.35,31.44,22660
5.493592e6,32.7361,32.37,32.73,33.06,32.3,26207
5.963646e6,32.3853,32.55,32.55,32.58,32.06,36211
4.237687e6,32.0863,32.62,32.04,32.7,31.815,24949
3.097254e6,32.2446,32.01,32.27,32.42,31.985,18948
3.050862e6,32.7949,32.62,32.71,33.015,32.57,19204
5.234661e6,32.5498,32.41,32.69,32.83,32.11,25521
3.792004e6,32.8609,32.61,32.82,33.03,32.61,21227
4.547027e6,32.8954,32.94,33.09,33.3,32.58,27201
7.861616e6,33.6481,32.99,33.77,33.88,32.77,42190
6.945206e6,33.391,33.72,33.25,34.1,32.895,42296
7.256067e6,33.5563,33.09,33.82,33.84,33.09,38221
4.084102e6,33.9416,33.79,34.04,34.115,33.6,23293
4.357262e6,34.2144,34.03,34.12,34.39,33.95,21296
6.616249e6,33.7774,33.95,33.89,34.09,33.45,33728
4.308816e6,33.7483,33.72,34.0,34.01,33.34,23424
4.073934e6,34.1139,34.12,34.07,34.38,33.95,21095
5.415628e6,34.5659,34.26,34.61,34.74,34.26,28962
3.771583e6,34.9075,34.75,34.83,35.14,34.72,21513
2.65432e6,34.7444,34.58,34.65,34.94,34.4801,18355
3.407673e6,35.0378,34.86,35.1,35.235,34.76,17407
2.79379e6,34.9547,34.88,34.91,35.09,34.75,15639
3.477991e6,35.2663,34.95,35.43,35.5,34.865,20278
4.487782e6,35.5463,35.25,35.59,35.76,35.18,26430
3.499953e6,35.744,35.7,35.77,35.97,35.51,20875
2.694867e6,35.9327,35.98,35.83,36.18,35.82,16017
3.482678e6,35.6914,35.63,35.58,35.96,35.55,20695
3.183689e6,35.4003,35.37,35.51,35.76,35.05,20472
3.822011e6,35.2475,35.51,35.27,35.51,35.105,21763
3.765173e6,35.2566,35.44,35.29,35.47,35.0,23440
4.143423e6,35.3107,35.43,35.31,35.6,34.945,24279
2.998811e6,35.3167,35.37,35.23,35.5,35.19,14538
2.422645e6,35.2606,35.23,35.16,35.46,35.15,15947
6.604109e6,35.4468,35.43,35.67,35.75,34.74,35629
4.679371e6,35.6758,35.22,35.88,35.94,35.12,27444
3.167711e6,36.0144,35.86,36.14,36.17,35.76,20696
2.531788e6,36.1433,36.14,36.09,36.33,36.06,17682
2.552641e6,36.2396,36.26,36.27,36.42,36.01,17152
3.182911e6,36.0362,36.14,36.01,36.27,35.85,18049
6.559698e6,35.8963,35.91,35.83,36.31,35.6534,21277
4.59547e6,36.3807,36.5,36.42,36.52,36.1,24463
3.78203e6,36.4869,36.62,36.37,36.82,36.24,23304
2.839536e6,36.299,36.38,36.38,36.62,35.91,20099
2.747316e6,36.9066,36.29,36.96,37.09,36.16,19305
3.345593e6,36.3002,36.81,36.13,37.02,36.08,24599
3.017872e6,36.2545,36.2,36.16,36.62,36.015,24059
3.030034e6,36.4502,36.32,36.56,36.66,36.29,20218
2.597163e6,36.5752,36.65,36.47,36.92,36.4,20397
2.305037e6,36.7397,36.66,36.9,36.91,36.49,16243
3.615341e6,36.9041,37.15,36.94,37.25,36.61,21794
4.867608e6,36.9745,37.24,36.92,37.36,36.83,27358
5.215494e6,36.5588,37.02,36.5,37.02,36.36,33866
7.137126e6,36.1899,36.67,36.01,36.75,35.9231,39462
8.130563e6,36.2846,36.0,36.14,36.65,35.99,37831
8.554922e6,36.3029,36.12,36.19,36.57,36.11,39245
4.818206e6,36.404,36.2,36.4,36.52,36.11,27682
5.067201e6,36.0,36.2,35.87,36.26,35.81,23338
5.095986e6,35.8409,36.02,35.82,36.08,35.73,24853
9.273396e6,35.8028,35.85,35.81,35.9271,35.685,33715
7.693531e6,35.9752,35.9,36.08,36.195,35.73,34691
5.244687e6,36.4125,36.11,36.6,36.6,35.99,22919
7.312911e6,36.7756,36.7,36.86,36.945,36.44,21516
4.150247e6,36.6417,37.0,36.59,37.0575,36.495,27465
2.120137e6,36.7235,36.71,36.75,36.84,36.53,13043
2.157508e6,36.5532,36.59,36.65,36.6798,36.26,12582
