volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
808694.0,294.8687,300.18,293.24,300.52,292.7,17439
1.136733e6,293.4804,294.05,294.27,294.94,290.17,19947
1.316395e6,293.0726,293.77,293.0,295.26,290.92,24745
1.317234e6,290.2492,289.36,290.5,293.51,287.75,22418
1.26386e6,284.8479,290.25,282.78,290.49,282.56,24672
1.517483e6,280.0781,281.13,282.0,282.63,276.45,27925
1.351538e6,286.339,282.27,287.7,289.63,279.3,25348
1.179096e6,288.5029,288.72,287.7,290.94,287.37,20233
1.006786e6,282.5413,287.16,280.43,288.43,279.75,19188
1.628114e6,273.4992,278.89,273.45,278.89,269.49,29883
1.375301e6,271.5562,271.0,272.68,274.37,267.06,24079
1.098912e6,272.4755,274.25,270.63,276.01,270.395,19586
1.204477e6,272.887,270.63,270.25,275.59,270.02,20450
1.600537e6,268.3575,271.48,266.42,273.31,265.58,25980
2.26015e6,269.9361,265.37,273.65,275.5,263.89,33389
1.534941e6,268.3733,270.195,267.71,271.34,263.74,26152
1.121492e6,269.5154,268.61,267.69,273.91,265.34,20780
1.168046e6,264.7927,269.25,261.88,271.95,260.9,23814
1.04718e6,265.8705,263.08,270.18,270.23,259.59,23045
962347.0,274.5407,269.36,276.44,276.575,268.736,18826
864597.0,275.6046,275.06,276.81,277.42,272.43,17708
1.348619e6,277.8989,276.81,278.63,279.07,275.9,17624
1.046156e6,277.088,277.41,276.5,278.97,275.34,21181
2.443276e6,291.4748,280.27,291.31,296.37,276.835,33424
1.21146e6,287.3904,289.03,286.12,289.99,285.67,23742
1.334459e6,285.3124,284.35,287.91,288.93,277.27,22533
867229.0,293.8181,290.33,293.77,295.85,289.16,19629
1.15221e6,289.3844,289.33,287.28,294.03,285.64,21210
1.190382e6,285.1385,287.01,283.42,289.81,281.58,20905
1.237022e6,280.4466,283.72,279.88,284.51,277.57,21877
1.006338e6,283.4342,283.95,284.52,287.71,280.557,19777
829268.0,283.9622,284.0,285.05,285.91,280.62,17240
1.112461e6,280.9581,282.43,281.04,283.06,278.65,20856
932051.0,283.0568,280.71,283.8,285.15,279.43,18227
1.402264e6,284.3611,284.51,285.29,286.84,281.92,24819
1.358722e6,281.6411,285.75,280.25,286.33,279.35,24726
1.727272e6,283.5928,275.35,288.13,288.92,273.201,32823
1.197378e6,291.1306,288.3,292.95,293.01,286.97,25038
1.384224e6,290.7733,288.5,292.14,292.49,287.24,24642
2.249745e6,290.5937,292.42,289.84,295.0,288.07,39448
1.404711e6,292.7332,291.5,292.84,294.52,288.56,27294
1.486531e6,294.3442,295.45,294.21,296.9,291.66,24893
1.360349e6,292.6812,291.61,293.74,295.249,289.81,24352
2.31331e6,289.6268,290.19,288.38,292.43,288.22,38234
1.363557e6,281.2435,286.39,276.93,289.95,276.79,29461
1.383525e6,289.7859,281.21,291.0,293.68,280.835,25364
