volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
3.895718e6,61.6353,62.36,61.1,62.97,61.01,30971
4.885573e6,63.3826,62.28,63.7,63.8,61.95,34361
3.940382e6,63.52,63.35,63.6,63.965,62.8,29471
3.427461e6,64.1239,64.27,64.32,64.43,63.44,25321
2.782981e6,64.3964,64.62,64.26,64.8,63.98,24788
3.313984e6,64.4887,63.64,64.81,64.85,63.5,26583
3.320566e6,64.8463,64.78,64.92,65.19,64.5814,23996
4.407461e6,64.6846,64.46,64.63,65.02,64.34,22896
3.551099e6,65.823,64.84,65.99,66.25,64.65,26973
3.496857e6,65.7494,65.9,65.79,66.08,65.45,26620
2.367809e6,66.1891,65.49,66.55,66.74,65.2,19684
3.90486e6,67.6896,67.55,67.82,68.03,66.97,27263
3.69805e6,66.7605,67.3,66.8,67.69,66.27,26561
3.350206e6,66.9301,66.96,67.06,67.45,66.21,21281
3.335968e6,67.8394,67.12,68.12,68.15,66.92,28123
4.073868e6,69.8301,70.25,70.02,70.32,69.25,31434
2.771e6,68.8364,69.27,68.95,69.38,68.34,23426
2.718421e6,68.6577,69.0,68.66,69.23,68.38,22579
3.646179e6,69.367,68.73,69.8,70.1,68.54,29165
3.50426e6,69.7583,69.86,69.68,70.31,69.41,29158
3.218566e6,70.3114,69.95,70.14,70.94,69.78,21846
3.382093e6,71.0091,70.07,71.29,71.509,69.945,25976
3.978238e6,71.4553,71.35,71.21,71.87,71.11,29606
7.242131e6,73.9366,70.02,74.5,74.69,70.0001,52879
5.880643e6,72.5026,74.18,72.99,74.45,71.42,48713
4.613228e6,72.9883,72.46,73.16,73.54,72.175,37094
3.986162e6,73.2343,73.35,72.97,73.87,72.88,28901
3.404047e6,73.3185,73.42,73.45,73.62,72.875,25519
2.998419e6,73.5774,74.16,73.58,74.35,73.18,18330
1.496249e6,73.2864,73.06,73.12,73.64,72.92,14956
2.875181e6,73.5069,73.71,73.56,74.05,73.08,21021
3.955742e6,73.1963,73.21,73.18,73.57,72.635,29264
3.171388e6,72.3504,73.27,72.25,73.41,71.855,27151
