volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
4.810614e6,169.5119,171.84,168.61,171.84,168.21,48323
4.762827e6,173.0546,170.18,173.62,174.74,169.5203,48365
4.928914e6,176.8879,173.83,177.04,178.18,173.83,50179
4.722567e6,177.5734,178.57,177.89,179.59,175.61,47837
4.922147e6,179.6727,177.87,179.73,181.27,177.0999,50959
3.605399e6,178.374,178.03,179.06,179.24,176.34,37459
3.28512e6,178.7021,177.93,179.41,180.26,177.12,33694
3.871545e6,178.5377,177.59,178.81,179.23,176.9007,35166
5.016292e6,176.5513,176.08,176.47,177.8212,175.2,46190
4.07561e6,177.1079,177.09,177.04,177.93,175.86,40571
6.499388e6,173.8905,174.01,174.87,175.46,172.0,54586
6.371524e6,178.6913,176.98,179.58,180.04,176.18,47309
6.27284e6,176.9199,177.49,177.11,178.6048,175.3626,49589
4.910902e6,176.6727,176.59,176.89,178.06,174.53,41858
3.860412e6,176.9104,177.0,177.29,177.53,175.3,34377
4.50264e6,180.1278,179.78,180.4,180.87,178.61,42083
4.091523e6,179.0239,178.97,179.83,179.99,177.41,42169
3.687012e6,179.3645,178.96,179.69,180.15,178.09,39672
5.197965e6,181.8958,180.47,182.18,184.2,179.78,51808
5.138216e6,183.4581,181.5,183.53,184.67,181.06,42524
4.513285e6,184.2472,184.03,184.37,185.15,182.83,41595
3.050302e6,185.536,184.3,186.43,186.43,183.84,29135
4.118314e6,186.0425,186.89,186.39,186.99,184.69,36690
3.072673e6,184.7643,186.69,184.72,186.69,184.06,28074
2.793594e6,183.595,183.74,184.07,184.9231,182.45,30932
2.793075e6,183.7656,183.05,184.54,184.58,182.72,30113
3.729248e6,183.5278,185.0,182.92,185.42,182.75,35046
3.773429e6,185.6353,183.84,185.52,186.4,183.52,38386
4.147149e6,187.5056,186.3,188.41,188.68,185.92,38564
2.600857e6,187.7742,187.5,187.71,188.93,186.0025,32146
4.998091e6,191.8632,189.87,192.39,192.62,189.05,42688
3.828664e6,192.4049,191.71,192.33,193.19,191.28,42026
3.970176e6,191.8498,192.39,191.85,192.4,191.11,32799
3.094248e6,191.6831,191.85,191.82,192.37,190.61,35855
3.321854e6,192.2472,191.69,192.39,192.54,191.62,37768
6.190766e6,191.0708,192.75,189.98,193.4199,189.96,63797
1.3635232e7,185.9877,185.59,188.3,188.47,182.8,121629
8.76626e6,184.559,187.9,183.67,188.5,183.21,82666
8.060612e6,184.5397,183.6,185.14,185.19,183.11,60335
5.481518e6,184.614,185.82,185.17,186.56,182.861,53131
5.046802e6,183.6224,186.2,183.81,186.24,182.1025,50353
3.691104e6,184.2357,184.24,184.0,185.12,183.25,35880
4.460984e6,184.4209,184.53,184.45,184.97,183.84,44171
4.122394e6,182.764,184.39,182.51,184.62,181.58,43631
3.867366e6,180.6627,181.49,181.23,181.91,179.52,40447
3.866287e6,182.2198,182.0,182.44,183.1966,181.2,39331
3.777108e6,183.4607,183.43,184.0,184.27,182.33,40168
