volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
1.582385e6,53.9805,55.36,53.75,55.64,53.54,11971
1.305329e6,53.6433,53.79,53.64,54.091,53.23,13911
2.717758e6,54.6456,54.17,54.72,54.93,53.68,17419
2.531226e6,53.5892,54.69,53.23,54.865,53.11,17257
1.909593e6,52.8739,52.9,53.0,53.2188,52.29,14367
1.884558e6,52.542,52.74,52.44,53.175,52.13,14430
1.670409e6,52.7528,52.44,52.89,53.07,52.18,15078
1.214933e6,54.0689,53.06,54.26,54.47,52.985,10034
1.015677e6,53.5021,54.4,53.31,54.4,53.16,8907
1.812397e6,54.0631,53.05,54.3,54.525,52.84,11269
1.421178e6,53.5093,54.58,53.38,54.58,53.28,12025
1.075014e6,53.6832,53.16,53.89,54.07,53.0,12264
1.723391e6,53.5378,53.54,53.58,53.72,53.23,9461
2.581984e6,53.8539,53.3,53.8,54.4,53.095,14744
2.822406e6,54.1298,53.5,54.26,54.37,53.15,14746
1.686059e6,53.5981,54.35,53.54,54.405,53.09,12020
1.94365e6,52.9413,53.35,52.72,53.96,52.4,18092
1.891973e6,54.1936,53.09,53.84,54.9,52.84,19745
4.350983e6,53.8279,53.47,53.73,54.54,53.24,24220
1.388482e6,53.9126,53.9,53.74,54.25,53.2,14236
1.811186e6,54.2276,53.92,53.87,55.19,53.7,13341
1.461778e6,53.6942,53.61,53.64,54.155,53.4,15448
1.659939e6,54.6203,53.54,55.0,55.03,53.13,16358
2.002568e6,54.9385,55.21,54.89,55.38,54.68,13811
1.213788e6,54.3852,54.83,54.22,55.1,54.02,9173
620152.0,54.4598,54.3,54.7,54.72,53.76,7344
1.018429e6,55.2413,55.28,55.34,55.47,54.951,11548
922121.0,54.8049,55.1,54.72,55.36,54.61,10726
807897.0,54.5304,54.61,54.43,55.03,54.24,8566
1.406441e6,54.4018,54.5,54.42,54.7,54.14,11981
1.175533e6,54.6823,54.73,54.8,54.97,54.38,11210
1.539627e6,55.2367,54.96,55.22,55.6,54.75,11147
1.375008e6,54.654,55.3,54.23,55.48,54.14,13407
2.452181e6,52.4176,54.2,52.41,54.35,51.92,19045
2.386025e6,53.9854,53.1,54.35,54.45,52.97,20614
1.760637e6,54.473,54.25,54.55,54.73,53.95,18098
3.155256e6,54.2708,54.44,53.69,55.56,53.48,24578
3.522437e6,54.2449,54.83,53.63,55.44,53.43,26789
2.371473e6,54.1159,54.17,53.96,54.71,53.8,21167
1.600384e6,53.5457,53.85,53.61,53.99,53.02,17627
1.577149e6,53.4782,53.4,53.71,53.885,52.87,15128
2.624113e6,54.8629,54.5,54.82,55.6,54.0,20746
1.852732e6,55.1115,54.59,55.35,55.59,54.3832,14540
2.182632e6,56.1156,55.45,56.27,56.7,55.11,16883
2.652894e6,56.4251,56.07,56.54,56.71,55.97,18779
2.314784e6,56.8234,56.7,56.95,57.16,56.37,19847
1.329875e6,56.9263,56.69,56.76,57.34,56.52,12192
1.19936e6,57.4931,57.3,57.68,57.8,56.93,12592
2.059181e6,58.8301,57.91,59.19,59.24,57.88,16595
1.526535e6,59.4164,58.7,59.61,59.81,58.53,11875
1.103697e6,58.9536,59.76,58.38,59.76,58.35,10488
3.275007e6,58.655,58.46,58.64,59.08,58.4,18488
2.72975e6,59.2961,58.92,59.54,59.68,58.19,16100
1.961608e6,58.8513,59.3,58.63,59.89,58.35,17239
2.691779e6,58.778,58.65,58.89,59.03,58.19,18999
1.039691e6,59.1096,58.72,59.04,59.42,58.61,13413
2.443631e6,59.6476,59.34,59.83,60.23,58.71,18648
1.43458e6,59.2007,59.64,59.14,59.7734,58.97,13766
2.455941e6,60.1544,59.15,60.16,60.55,59.05,20711
1.110774e6,59.354,59.7,59.37,60.0,58.91,11641
1.22016e6,59.4624,59.48,59.53,59.74,59.03,10956
1.225467e6,59.6352,59.55,59.93,59.98,58.97,11304
909512.0,60.5588,60.05,60.63,60.9,59.8005,11862
1.514916e6,60.8742,60.36,61.16,61.18,59.96,14768
2.042492e6,61.0315,61.25,61.26,61.43,60.5,17724
1.336934e6,60.9549,61.47,60.9,61.6,60.74,12140
1.374946e6,60.8629,61.12,60.66,61.36,60.6,14553
941095.0,60.8436,60.81,60.93,61.21,60.635,10949
934995.0,61.0859,60.48,61.12,61.41,60.3,9455
902084.0,60.9346,61.16,61.07,61.26,60.63,11547
1.133887e6,62.0091,61.26,62.16,62.195,61.26,11669
1.659805e6,62.9965,62.3,63.29,63.41,62.26,12062
2.015713e6,63.3806,63.9,63.24,64.17,62.96,19286
1.711986e6,64.4405,63.6,64.81,64.92,63.5,17545
1.239276e6,64.6387,64.89,64.61,65.26,64.3765,13188
716184.0,64.362,64.66,64.22,64.89,64.1,10124
1.128828e6,63.7474,64.38,63.48,64.38,63.44,11513
599505.0,63.5121,63.6,63.53,63.72,63.1,7915
815378.0,63.0736,63.15,62.9,63.47,62.62,9705
1.291572e6,63.1065,63.06,63.26,63.27,62.62,9155
1.136723e6,63.4235,63.29,63.43,63.81,63.11,13427
1.206904e6,63.6329,63.7,63.97,63.97,63.05,12927
966534.0,64.1575,64.0,64.06,64.505,63.81,11738
1.36342e6,64.1213,64.23,64.25,64.39,63.51,11089
1.370516e6,63.3083,64.05,63.53,64.2499,62.77,15057
1.28148e6,63.4489,63.85,63.7,64.0,62.41,12484
973698.0,63.8512,63.8,63.82,64.28,63.55,9637
1.143614e6,64.3578,63.83,64.04,65.0,63.83,11608
2.238967e6,62.445,64.04,62.45,64.19,61.591,22043
1.015637e6,61.8533,62.66,61.51,62.66,61.39,12344
1.752569e6,62.7048,61.45,62.83,63.09,61.42,11635
1.263506e6,62.8169,62.7,62.67,63.44,62.52,15346
1.628924e6,62.3075,62.6,62.12,62.76,61.9,15161
1.374685e6,62.3626,62.05,62.29,62.83,61.9,11545
1.397972e6,62.4947,62.29,62.76,62.78,61.91,13706
1.219956e6,62.0035,62.17,61.9,62.5,61.8,10158
983238.0,62.3416,61.89,62.53,62.61,61.88,9473
849884.0,62.6035,62.66,62.63,62.85,62.19,8895
1.320517e6,61.5226,62.51,61.43,62.62,61.265,11651
1.158179e6,61.32,61.47,61.38,61.58,61.07,12751
1.608981e6,61.4364,61.58,61.31,61.79,61.27,14535
1.130656e6,61.9339,61.81,61.99,62.16,61.565,10261
558333.0,61.6267,61.99,61.47,62.04,61.45,7047
685328.0,61.7408,61.5,61.8,62.09,61.14,9548
787236.0,62.412,61.7,62.51,62.78,61.52,9209
657901.0,62.6616,62.85,62.72,62.88,62.4,9459
798051.0,62.6412,62.88,62.68,63.0,62.44,8259
1.20773e6,62.4576,62.85,62.59,62.85,62.1,10105
1.211748e6,63.3271,62.95,63.36,63.51,62.65,8966
666902.0,63.9093,63.36,64.01,64.22,63.05,9913
933619.0,63.9151,63.78,64.19,64.22,63.53,9186
915712.0,63.9812,64.36,63.92,64.42,63.76,9716
962847.0,64.4855,64.04,64.52,64.9,63.79,11603
2.34222e6,64.6632,65.32,64.22,65.64,64.1,22721
1.145922e6,64.5169,64.18,64.48,64.93,64.13,13768
2.187388e6,63.1507,64.22,62.54,64.22,62.5,13846
1.32408e6,63.4722,62.59,63.71,63.78,62.265,15649
2.248986e6,62.238,62.26,61.88,63.085,61.81,17880
1.676149e6,61.1717,61.88,61.08,61.88,60.9,18339
1.109545e6,61.3453,61.0,61.38,61.685,60.81,11722
1.496012e6,61.587,61.24,61.66,61.8,61.14,12649
1.003359e6,61.8139,61.89,61.72,62.25,61.52,12080
1.059573e6,60.9375,61.71,60.64,62.09,60.365,12020
811392.0,60.4054,60.59,60.43,60.79,60.11,8827
677187.0,61.3398,60.67,61.39,61.73,60.46,8767
532318.0,61.5147,61.39,61.58,61.72,61.12,6741
888965.0,61.4946,61.34,61.71,61.79,60.79,10470
910155.0,61.5992,61.89,61.82,61.89,61.08,11516
844741.0,61.7805,61.56,61.81,62.08,60.77,9219
1.39347e6,61.5462,61.86,61.79,62.01,60.95,12652
955479.0,61.8283,61.67,61.9,62.08,61.46,8620
640394.0,61.7114,61.75,61.49,62.15,61.24,8401
1.048391e6,62.2558,61.57,62.31,62.78,61.1,11802
1.158282e6,62.9315,62.02,63.23,63.42,62.02,12517
1.673612e6,64.4135,63.42,64.56,64.8,63.12,17743
2.69913e6,63.8178,64.195,64.11,64.715,63.4,28060
2.499589e6,64.0542,64.41,64.0,64.74,63.7,19339
1.311876e6,63.9823,64.0,63.91,64.43,63.73,13187
1.331442e6,63.986,63.98,64.14,64.31,63.375,14827
1.351596e6,64.8411,64.14,65.08,65.09,63.86,13099
1.711666e6,65.0002,64.94,65.15,65.26,64.45,16649
1.213031e6,66.1259,65.11,66.3,66.53,64.82,16446
1.06398e6,65.3725,66.3,65.21,66.3,64.97,15191
1.085107e6,65.4537,65.23,65.36,65.775,65.17,12992
2.449494e6,65.2627,65.23,65.22,65.87,65.02,13480
922489.0,65.7964,65.65,65.81,66.17,65.12,10478
877740.0,66.248,65.92,66.38,66.45,65.62,10739
1.24942e6,65.9942,66.08,66.24,66.34,65.495,13933
1.180783e6,66.7806,66.87,67.05,67.09,66.12,11572
886608.0,66.9174,67.01,66.72,67.3,66.655,10718
850009.0,66.671,66.72,66.74,67.055,66.41,9930
686646.0,66.9437,66.67,66.92,67.14,66.4,8812
1.185211e6,67.49,67.02,67.55,67.83,66.87,11377
1.016034e6,67.4615,67.58,67.41,67.7,67.23,8930
905489.0,67.9131,67.42,68.1,68.14,67.38,8991
1.153229e6,68.7722,68.23,68.8,69.0,68.11,13324
1.392923e6,68.7419,68.75,68.97,69.06,68.38,14068
2.106404e6,68.8018,68.91,68.87,69.2,68.43,15570
1.897627e6,68.5463,68.37,68.6,68.925,68.205,15332
1.475502e6,69.0256,68.4,69.26,69.29,68.2,13836
1.577833e6,68.8018,69.24,68.91,69.315,68.52,14349
1.669784e6,68.4896,68.91,68.48,68.925,67.97,13823
1.143793e6,68.7729,68.41,68.86,69.08,68.178,11220
1.651857e6,68.9519,68.88,69.11,69.14,68.68,15204
1.448136e6,68.7436,69.18,68.31,69.45,68.25,15408
936442.0,68.06,68.15,67.91,68.609,67.84,14032
1.827168e6,68.3115,67.9,68.45,68.63,67.84,17828
947592.0,68.5887,68.57,68.62,68.82,68.13,13855
1.018263e6,68.8823,68.73,68.95,69.18,68.62,10835
903768.0,68.665,68.92,68.5,69.09,68.27,10427
1.317836e6,67.4548,68.38,67.23,68.45,67.11,17288
1.070124e6,68.3737,67.22,68.41,68.66,67.1,12390
777118.0,68.2901,68.39,68.19,68.55,67.81,8278
912441.0,67.082,68.16,66.69,68.16,66.61,11555
958084.0,66.8143,67.29,66.58,67.58,66.49,11520
1.01982e6,65.9391,66.81,65.76,67.0,65.6,15469
2.273748e6,65.0312,64.61,64.78,65.61,64.16,19929
1.257708e6,64.7189,64.75,64.55,65.16,64.44,12907
3.392593e6,64.395,64.1,64.2,65.16,63.9,21032
1.738932e6,64.4185,64.17,64.26,65.47,63.58,21647
1.661786e6,64.0813,64.29,63.87,64.67,63.68,17088
1.532717e6,63.0247,64.11,62.83,64.24,62.57,16824
1.610045e6,63.6647,63.08,63.32,64.17,62.84,15720
1.398857e6,63.6334,64.29,63.15,64.66,63.12,16746
1.418328e6,63.6251,63.39,63.09,64.4,62.96,16857
1.461547e6,62.6831,63.03,62.53,63.34,62.38,16079
966677.0,63.1181,62.51,63.16,63.55,62.36,12745
1.872344e6,62.7629,63.7,62.2,64.01,62.19,17326
1.911518e6,61.9791,62.21,61.8,62.69,61.52,20124
783247.0,62.437,61.71,62.62,62.8361,61.64,10728
1.173216e6,62.8698,63.11,62.88,63.11,62.51,12238
893767.0,63.0303,62.69,63.43,63.49,62.305,11400
1.473348e6,62.9771,63.63,62.72,63.93,62.66,13683
1.094316e6,62.208,62.56,62.01,62.83,61.97,11715
1.869271e6,61.7603,61.81,61.96,62.2,61.2,14665
922507.0,62.1315,62.04,62.1,62.47,61.81,11382
889766.0,62.3836,62.05,62.7,62.85,61.51,12065
882778.0,63.4446,62.91,63.64,63.74,62.7,12460
1.063548e6,63.3989,63.65,63.31,63.9,63.2,12149
1.324416e6,63.0551,62.8,63.05,63.31,62.51,14291
643566.0,63.5438,63.44,63.64,63.74,63.11,8560
955401.0,64.3964,63.8,64.35,64.79,63.8,10776
673312.0,64.1783,64.29,64.09,64.47,64.01,9034
689590.0,64.574,64.12,64.64,64.82,64.02,7997
715923.0,64.4406,64.55,64.23,64.89,64.03,11080
747893.0,64.5031,64.21,64.38,64.95,64.08,8545
948900.0,63.9815,64.4,63.77,64.65,63.57,13323
777600.0,64.0101,63.77,64.18,64.2,63.685,10054
1.369878e6,63.7719,64.13,63.75,64.54,63.3,13944
