volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
2.4392541e7,43.8581,44.31,43.96,44.37,43.35,123232
1.7763655e7,43.8123,43.68,43.98,44.07,43.38,102116
2.1823112e7,44.474,44.13,44.4,44.87,43.89,121084
1.8218757e7,44.8101,44.2,44.96,45.105,44.1659,94071
2.0936283e7,45.0651,44.48,45.06,45.41,44.25,119077
2.505926e7,45.5159,45.15,45.36,45.95,45.02,112449
2.0145042e7,45.5503,45.3,45.79,45.925,44.96,108450
1.936727e7,45.5319,45.29,45.36,45.965,45.18,102880
2.2261277e7,45.2694,44.87,45.15,45.6,44.85,119841
2.9571669e7,45.363,44.96,45.43,45.65,44.88,119258
2.8868848e7,45.1627,45.33,45.19,45.63,44.77,111100
1.6499412e7,45.3369,45.33,45.34,45.5,45.14,91584
1.7495888e7,45.0432,45.2,45.11,45.235,44.72,96195
1.464342e7,44.6787,44.75,44.77,44.885,44.23,79097
1.658126e7,44.9767,45.04,45.03,45.17,44.71,92306
1.3087753e7,45.1815,44.885,45.26,45.35,44.77,82209
2.9634489e7,45.8139,45.24,45.7,46.46,45.08,187297
2.1166033e7,45.7062,45.9137,45.34,46.27,45.3,133807
2.2608096e7,44.7709,44.85,44.58,45.37,44.48,129517
1.6776851e7,45.3172,44.92,45.4,45.625,44.66,102824
1.6520926e7,45.754,45.52,45.83,45.94,45.43,98667
1.3173639e7,45.8396,45.75,45.77,46.16,45.54,77602
2.228566e7,47.0101,45.87,47.25,47.32,45.77,129503
2.5488557e7,48.0451,47.57,48.08,48.34,47.5,140049
2.5215439e7,48.9385,48.56,48.94,49.34,48.56,136744
2.4795017e7,48.4162,48.766,48.5,48.8317,48.41,137186
4.4540882e7,46.6132,46.15,47.24,47.41,45.83,258050
1.858991e7,47.6087,47.349,47.58,47.91,47.1978,117592
1.5239817e7,47.2197,47.425,47.29,47.69,46.91,83523
1.8539026e7,46.6398,47.26,46.51,47.26,46.4,99976
1.330138e7,46.2028,46.315,46.25,46.4,45.865,74627
1.6867524e7,46.1649,46.39,46.34,46.4,45.69,98599
2.5086981e7,45.893,46.54,45.68,46.61,45.58,131152
2.1435794e7,45.2902,45.29,45.43,45.68,44.82,127661
1.9714927e7,45.4418,45.26,45.51,45.78,45.1,140628
1.7785845e7,45.5237,45.24,45.74,45.8,45.035,102200
2.1916721e7,45.656,45.585,45.52,46.24,45.24,146196
2.2081046e7,45.1812,45.58,44.87,45.78,44.76,131594
1.7396073e7,45.9123,45.22,45.92,46.22,45.22,99114
1.4832974e7,45.6251,45.9308,45.515,46.08,45.415,85662
1.6851125e7,45.2329,45.43,45.13,45.53,45.0,95488
2.4653504e7,44.7146,45.135,44.56,45.47,44.15,169594
3.319758e7,46.2472,45.4455,46.25,46.74,45.27,224452
3.4824529e7,47.6685,46.24,47.51,48.4,46.2,196099
2.6487908e7,48.0245,47.8236,47.89,48.37,47.72,129314
1.9841506e7,48.4518,48.47,48.29,48.79,48.19,130858
2.1976557e7,48.746,48.51,48.8,49.08,48.225,119045
1.5196531e7,48.7601,48.81,48.82,48.99,48.47,85998
1.552611e7,49.2376,48.9,49.41,49.44,48.9,92529
1.728226e7,49.5602,49.19,49.67,49.74,49.19,96608
1.8326916e7,49.3063,49.61,49.42,49.61,48.89,108894
1.8417638e7,49.0415,48.52,48.8,49.57,48.515,117921
6.5366839e7,48.9485,48.71,48.98,49.22,48.32,119534
2.8813876e7,50.0485,48.94,50.3,50.38,48.94,142695
2.8328168e7,50.1918,50.02,50.01,50.68,49.9,143507
2.6444743e7,49.9311,49.94,49.65,50.4454,49.62,134002
3.4537716e7,50.6562,50.575,50.51,51.4,50.285,173964
3.1996954e7,51.8616,50.5996,52.57,52.64,50.56,183763
2.503276e7,52.5423,52.4008,52.52,52.9399,52.28,143560
2.2444404e7,51.6873,52.11,51.77,52.29,51.175,135881
2.2212375e7,51.7646,51.83,51.71,52.05,51.545,104843
1.7896171e7,51.8266,51.75,51.98,52.07,51.35,109664
1.9860914e7,52.4697,51.628,52.41,52.92,51.628,111549
1.5126113e7,52.0352,51.98,52.025,52.22,51.78,89636
1.5783648e7,51.8226,52.01,51.77,52.14,51.58,77803
1.5111252e7,51.7852,51.94,51.91,52.0,51.45,73604
1.313575e7,51.9606,51.8297,52.09,52.15,51.675,69842
1.6441725e7,51.7046,52.07,51.57,52.16,51.47,79625
1.3353171e7,51.5732,51.64,51.66,51.88,51.34,75899
1.5376586e7,51.3734,51.51,51.37,51.68,51.14,82718
1.7869815e7,51.6125,51.76,51.64,51.94,51.37,93389
2.832791e7,52.8471,52.45,52.8,53.18,52.26,148411
2.0120609e7,52.7768,52.525,52.85,52.96,52.49,95131
2.1257481e7,51.9298,52.59,51.79,52.79,51.595,112114
1.4015534e7,51.8445,51.84,51.93,52.07,51.48,79393
1.5564755e7,51.6673,51.81,51.5,52.0865,51.38,83606
1.401774e7,51.8462,51.5035,51.91,52.13,51.1773,73491
1.3778194e7,51.6348,51.65,51.64,51.7685,51.5,69957
1.326099e7,51.4634,51.58,51.37,51.67,51.35,71517
1.4984035e7,51.2243,51.56,51.11,51.77,50.92,94014
1.391658e7,51.3087,51.18,51.46,51.6,50.98,82139
1.9930545e7,50.7929,51.22,50.91,51.23,50.41,96187
1.3465912e7,51.1485,51.21,51.17,51.4,50.81,76439
1.8164789e7,50.6251,51.11,50.71,51.23,50.295,104092
1.6205349e7,51.0579,50.99,51.13,51.25,50.68,83542
2.710682e7,52.1861,51.07,52.44,52.71,50.95,158179
2.4146008e7,53.35,52.48,53.43,53.675,52.22,129777
2.3845556e7,53.6009,53.97,53.16,54.14,53.16,127318
2.0220914e7,52.6119,53.1,52.83,53.11,52.11,127682
2.2123313e7,51.7651,52.18,51.6,52.43,51.4661,131288
