volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
3.482374e6,24.554,24.57,24.58,24.94,24.38,26426
2.962752e6,25.1825,24.81,25.23,25.35,24.8,22353
3.458003e6,25.068,25.57,24.76,25.57,24.71,28993
3.214744e6,24.927,24.96,24.92,25.15,24.7,24382
4.477149e6,24.8269,24.895,24.75,25.02,24.71,30061
4.168557e6,24.8481,24.84,25.13,25.15,24.49,32556
2.678699e6,24.946,25.15,25.04,25.28,24.48,22256
2.632188e6,25.0915,25.05,25.12,25.2693,24.97,22588
4.04143e6,25.353,25.25,25.23,25.62,25.17,27197
4.237921e6,24.9188,25.1,25.01,25.27,24.655,26514
6.072013e6,24.8187,24.89,24.85,24.995,24.585,38225
3.959664e6,24.3977,24.93,24.22,25.02,24.21,26158
4.549776e6,24.0556,24.18,23.66,24.58,23.66,29749
5.564555e6,23.7061,23.62,23.69,23.98,23.47,41288
6.236584e6,23.295,23.22,23.77,23.85,22.74,47275
7.95065e6,23.9102,23.44,24.23,24.37,23.162,62462
6.56788e6,24.3087,24.43,24.03,24.9327,23.785,51547
6.971454e6,23.7017,24.24,23.4,24.46,23.335,47815
6.57429e6,23.6845,23.34,24.2,24.22,23.1,46660
5.953554e6,24.1116,23.94,24.26,24.28,23.69,38197
3.554292e6,24.1992,24.17,24.16,24.38,23.94,28239
4.128538e6,24.4788,24.23,24.53,24.605,24.2,28694
3.929302e6,24.1953,24.34,24.04,24.495,24.02,26353
4.917139e6,23.8224,23.82,23.83,24.21,23.43,32160
6.103842e6,23.8705,23.935,23.8,24.115,23.74,38395
5.084345e6,24.1412,24.08,24.12,24.315,23.89,29741
5.066944e6,24.6339,24.42,24.7,24.76,24.42,35366
7.48661e6,24.4917,24.655,24.14,25.11,23.975,57970
7.90765e6,24.0841,24.31,23.95,24.72,23.63,51654
6.216892e6,23.425,23.96,23.3,24.1,23.235,43602
6.306323e6,23.7417,23.6,23.73,23.905,23.5,38072
5.603502e6,24.0929,23.785,24.27,24.285,23.72,39852
4.913499e6,23.9984,24.11,23.88,24.29,23.81,34199
6.585107e6,23.835,23.8,23.8,24.24,23.635,36174
7.622695e6,23.6958,23.76,23.67,24.01,23.41,54368
5.9141e6,23.4246,23.84,23.18,24.115,23.11,41498
9.944723e6,23.2993,22.6,23.82,23.94,22.49,70872
7.073532e6,24.2627,23.93,24.42,24.445,23.82,44666
4.2463044e7,23.6049,24.08,23.53,24.35,23.415,84689
8.199104e6,23.0358,23.4,22.92,23.55,22.72,60766
