volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
3.0526469e7,62.8687,61.18,63.1,63.61,61.11,191820
3.0303631e7,63.9941,64.06,63.59,64.73,63.535,188953
2.5139188e7,63.4966,64.1,62.85,64.41,62.775,153033
3.3284212e7,64.7109,64.22,64.91,65.31,63.51,182801
2.6548165e7,65.9705,65.18,65.78,66.545,65.18,168418
2.869372e7,65.8355,66.46,66.03,66.98,65.225,168992
2.3449314e7,66.9022,66.38,67.11,67.28,66.17,154884
2.7976178e7,67.4483,67.78,67.28,68.65,66.915,173155
2.9222004e7,67.8084,67.53,67.78,68.4399,67.02,183885
3.5994391e7,66.3598,65.36,66.93,67.08,65.08,225962
2.6356534e7,65.6026,66.69,65.3,66.84,65.1,178162
2.277362e7,64.5467,65.66,64.24,65.66,63.97,142954
2.2794099e7,64.7713,64.29,64.46,65.45,63.7,149696
2.8637918e7,63.5662,63.99,63.27,64.45,62.75,201292
3.8609944e7,61.4655,61.51,62.7,62.795,60.03,300844
3.4371071e7,63.2732,61.97,64.11,64.46,61.13,237391
3.1803388e7,64.877,64.7,64.75,65.78,63.87,215440
2.4681294e7,64.6119,65.22,64.15,65.85,63.9,188117
2.0953451e7,63.8475,63.62,64.69,64.71,62.83,163128
2.30249e7,64.7095,64.01,65.12,65.25,63.6,150501
2.686843e7,66.2511,65.44,66.56,66.69,65.04,162664
1.8194244e7,66.083,66.35,66.23,66.8,65.575,128473
1.821914e7,65.6707,66.26,65.26,66.38,65.03,143800
2.3267883e7,65.911,65.04,66.08,66.66,64.84,160189
2.0081607e7,66.1789,66.09,66.36,66.79,65.5,118604
2.3191008e7,67.2214,67.06,67.12,67.97,66.6,139527
2.0902741e7,67.78,67.41,67.84,68.19,67.14,123973
2.2522291e7,67.8843,67.95,67.5,68.55,67.2248,155237
2.7226689e7,67.7295,67.25,67.15,69.11,66.6,195066
2.4544042e7,66.391,66.87,66.46,67.22,65.82,131506
1.5491338e7,67.0555,67.1599,67.0,67.4792,66.53,117750
1.3067392e7,66.8959,66.54,66.95,67.43,66.43,105722
2.3138044e7,65.0249,66.33,64.71,66.64,64.205,162500
1.8114844e7,64.1692,64.11,64.14,64.975,63.7,147389
1.9057031e7,63.8413,63.07,63.89,64.365,63.07,142112
1.7563467e7,63.6306,64.42,63.22,64.76,63.04,142867
4.6319099e7,59.961,60.49,60.67,61.06,58.365,324427
2.9668885e7,62.0772,61.31,61.98,62.89,61.005,205363
4.8117904e7,59.2835,59.93,59.23,60.42,58.4,298809
5.1388988e7,58.437,58.39,58.59,59.32,57.92,343102
5.9875618e7,58.0527,56.97,59.56,59.86,55.93,402506
5.4027336e7,57.7109,58.75,57.62,58.99,56.99,313503
5.4267861e7,56.0003,55.91,56.59,56.66,55.19,360367
4.9590479e7,55.4963,55.03,55.55,56.27,54.07,336336
4.3839113e7,55.4298,56.56,54.87,57.29,54.76,303231
3.2757051e7,56.3965,56.9,55.95,57.28,55.81,223551
3.1919456e7,54.6491,55.02,54.88,55.37,53.9549,202839
2.0424931e7,54.7274,55.37,54.16,55.69,54.07,164702
2.5046008e7,54.4518,54.7,54.23,55.2736,53.83,183596
2.0747114e7,54.9484,54.46,55.11,55.615,54.35,163857
3.1659787e7,56.6887,56.015,56.8,57.54,55.965,221604
2.1432328e7,56.5676,55.71,57.29,57.3,55.03,150319
3.0900498e7,57.2956,56.94,57.35,57.625,56.73,158324
2.1661214e7,57.0082,57.83,56.98,57.83,56.75,162626
2.3407374e7,57.6164,57.82,57.5,58.25,57.31,169023
2.3070216e7,56.6099,57.12,56.35,57.5,56.0,166419
1.6770236e7,56.4442,56.61,56.42,56.635,56.2,112743
2.1206307e7,56.7997,56.53,56.74,57.225,56.44,143969
2.5546279e7,55.4519,56.2,55.92,56.28,54.73,171146
2.1463504e7,56.5949,57.28,56.47,57.4,56.13,157351
3.2222391e7,55.1846,56.01,54.97,56.45,54.55,190835
2.9202385e7,53.8712,54.51,53.4,54.86,53.355,189263
4.0073088e7,52.4062,53.47,52.33,53.74,51.765,264863
2.9319603e7,52.424,52.25,52.8,52.995,51.66,187729
2.3060012e7,51.7904,52.06,51.58,52.4816,51.423,150744
2.5196595e7,50.6466,51.01,50.53,51.09,50.4,182617
2.8689857e7,49.7037,50.56,50.03,50.605,49.04,182199
2.683977e7,50.869,49.84,50.88,51.3,49.83,148996
2.0895663e7,51.1539,50.79,50.55,52.25,50.38,140004
1.8755499e7,50.5309,50.6,50.34,51.1242,50.05,135199
2.1194241e7,49.8754,49.28,50.15,50.18,49.2,147899
