volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
4.790797e6,44.9587,44.52,44.98,45.21,44.35,24880
5.832603e6,45.1943,44.85,45.35,45.57,44.6784,31328
4.369573e6,45.3325,45.12,45.4,45.58,44.97,28405
5.146494e6,45.771,45.6,45.64,46.06,45.47,30720
7.286309e6,45.7427,45.96,45.71,46.13,45.49,38974
5.557829e6,45.7333,45.95,45.67,46.11,45.55,33129
4.938895e6,45.4969,45.65,45.47,45.73,45.36,25017
2.7883776e7,42.3652,42.41,42.66,42.8171,41.65,137681
1.3052415e7,42.5375,42.81,42.57,42.83,42.34,66090
1.1777648e7,43.1351,42.71,43.2,43.33,42.66,52015
1.6654581e7,44.0149,43.2,44.28,44.31,43.14,68309
8.775473e6,44.0751,44.18,44.07,44.39,43.76,49251
6.591906e6,44.1533,44.41,44.05,44.435,43.96,39282
6.415998e6,43.4774,43.92,43.57,44.03,43.185,35001
4.070936e6,43.3158,43.6,43.21,43.695,43.035,29646
5.760295e6,42.7554,42.5,42.65,43.125,42.35,32028
7.294398e6,43.3518,42.75,43.45,43.59,42.63,31591
6.692246e6,43.9799,43.63,43.95,44.2,43.42,37040
8.852441e6,43.4006,43.5,43.41,43.77,43.115,50883
1.2650699e7,42.2027,43.29,41.87,43.3,41.785,70302
8.883161e6,42.281,42.17,42.23,42.56,42.1,47526
9.212277e6,42.9329,42.83,42.88,43.2,42.7,53741
1.3346953e7,42.838,43.05,42.62,43.33,42.44,69717
7.137045e6,42.9026,42.6,43.01,43.235,42.24,48039
8.448836e6,42.3235,42.75,42.19,42.945,41.945,58185
6.217225e6,42.2165,42.02,42.22,42.525,41.8836,34749
4.951468e6,42.4307,42.32,42.57,42.665,42.105,34890
8.491936e6,42.3596,42.61,42.23,42.75,42.225,41843
6.480938e6,42.1775,42.17,42.18,42.47,41.81,40701
7.346649e6,42.2285,42.27,42.31,42.41,42.075,36299
8.139987e6,42.0291,42.25,42.16,42.365,41.65,39570
7.468889e6,43.1074,42.31,43.02,43.44,42.28,42815
6.17788e6,42.5009,43.02,42.5,43.16,42.0258,35731
7.600896e6,42.5215,42.26,42.62,42.85,42.04,45268
6.686133e6,41.2589,41.48,41.08,41.9,40.925,44733
8.840041e6,40.2579,41.15,39.91,41.32,39.705,55998
1.0265468e7,39.8841,40.37,39.39,40.6,39.37,58992
1.5508338e7,38.7833,38.62,37.92,39.575,37.89,91817
2.0113877e7,36.8932,37.09,37.39,37.54,36.255,111608
1.4491264e7,37.4878,37.6,38.27,38.27,36.71,87168
1.4021154e7,37.5856,38.3,37.23,39.36,36.56,76193
1.0196649e7,38.1638,38.05,38.75,38.78,37.23,62077
2.0568686e7,37.1468,37.99,37.46,37.99,36.35,95544
1.8112743e7,37.1716,36.14,37.6,37.7,35.88,101307
1.5655707e7,34.3566,34.92,34.09,35.1,33.6714,84676
1.3514222e7,34.8714,35.92,35.18,35.92,33.73,70155
2.023901e7,34.0536,34.17,33.86,34.79,33.47,125520
2.373036e7,31.6086,31.63,31.0,33.525,30.57,122356
1.7596004e7,30.9159,32.54,32.33,32.71,29.35,108054
1.7232694e7,27.985,28.72,27.55,29.23,27.16,97183
1.8219386e7,27.9819,28.1,28.79,29.04,26.343,108001
1.8292257e7,26.6646,26.98,27.24,27.7,25.41,117326
1.2309068e7,27.4469,26.74,28.27,28.87,25.51,80926
1.2042526e7,27.9077,28.63,27.24,28.78,27.1,64701
1.7328998e7,25.5088,26.9,25.83,27.19,24.1,115331
1.6919443e7,27.7939,26.81,28.22,28.63,26.77,92689
1.9825499e7,29.4736,28.12,29.92,31.24,27.28,128796
1.3231458e7,31.1709,30.31,31.42,31.82,30.06,96017
1.1354015e7,30.578,30.32,30.61,31.39,29.47,76884
1.2287265e7,30.7314,30.77,31.64,31.845,29.56,79865
1.4325564e7,32.496,31.54,32.63,33.25,31.03,95228
1.0180142e7,30.718,31.62,30.19,31.88,29.93,67882
1.2481024e7,30.7804,30.01,31.05,31.46,29.65,74294
1.0961299e7,31.0994,30.82,31.17,31.52,30.63,67679
1.3793224e7,32.8059,32.91,32.88,33.19,32.49,77428
2.1701655e7,34.2962,34.33,33.69,35.72,33.38,138855
1.3658996e7,34.9395,33.99,35.13,35.7,33.7,78750
1.9251906e7,36.3391,35.25,36.83,37.24,34.99,115213
1.211127e7,35.1981,36.58,35.21,36.75,34.4,76603
1.2427899e7,35.9129,35.81,35.92,36.45,35.43,83847
1.0154751e7,34.7029,35.19,34.79,35.24,34.19,61226
8.178366e6,35.2548,35.03,35.45,35.58,34.82,58593
2.0452889e7,37.8762,36.65,38.29,38.465,36.65,110370
1.0555451e7,37.7893,37.82,37.25,38.48,37.248,65874
1.1655274e7,35.5655,36.19,35.05,36.63,35.0,79974
1.0519987e7,35.2422,35.53,35.49,35.89,34.37,76748
8.493814e6,36.417,35.89,36.4,36.755,35.805,58806
8.227658e6,36.9136,36.78,36.9,37.27,36.46,52719
1.0133702e7,37.0067,37.18,37.0,37.44,36.64,55556
9.074517e6,36.3255,37.42,35.93,37.5,35.85,61257
1.2751996e7,37.1332,36.8,37.43,37.88,36.29,83320
1.1230718e7,37.4232,36.88,37.48,37.77,36.69,67958
7.603969e6,36.1998,36.95,35.99,36.97,35.76,50486
5.717498e6,35.7921,35.71,35.83,36.06,35.44,36791
7.114348e6,36.9609,36.06,36.81,37.365,36.06,51586
6.90331e6,36.3256,37.0,35.89,37.12,35.87,46273
8.918696e6,36.9575,36.55,37.0,37.09,36.38,53474
1.0244793e7,37.9627,37.5,38.18,38.36,37.15,65007
8.068013e6,37.7183,37.86,37.78,38.33,37.01,54853
8.094536e6,37.3704,37.91,36.98,37.95,36.97,49775
8.161057e6,35.9345,36.85,35.77,36.94,35.475,60346
6.655252e6,35.1502,35.32,35.5,35.83,34.525,54667
1.0554622e7,34.6766,35.28,34.83,35.32,34.22,68487
1.395648e7,36.4486,35.76,36.42,36.87,35.76,70036
1.1441137e7,35.9603,36.39,35.43,36.57,35.4,67010
1.0803425e7,36.8511,35.92,37.18,37.485,35.77,66519
2.4372977e7,35.0362,35.52,34.79,36.13,34.45,136625
2.8426614e7,35.8317,35.57,35.91,36.32,35.27,127911
1.2406322e7,36.2698,37.03,36.19,37.03,35.86,69351
9.618237e6,36.6019,36.36,37.14,37.18,36.0117,66398
9.073508e6,37.6501,37.45,37.47,37.99,37.11,51280
1.0226688e7,37.5461,37.68,37.99,38.04,36.7,63443
6.271131e6,37.6457,37.71,37.5,38.18,37.42,41998
1.0450769e7,37.6423,37.62,37.54,37.93,37.46,51260
1.2647067e7,37.6896,37.75,37.91,38.03,37.235,63699
6.909623e6,37.482,37.84,37.42,37.84,37.23,56071
1.27799e7,38.7943,38.15,38.83,39.33,38.0,77163
8.657055e6,39.0268,38.68,39.11,39.3,38.67,57489
1.2072369e7,38.3855,38.86,38.26,38.86,38.13,54241
1.073875e7,37.5537,38.36,37.49,38.36,36.985,66857
1.6459776e7,35.2782,36.44,35.05,36.7,34.69,98932
1.3888585e7,35.413,35.95,35.35,36.395,34.66,78594
1.1373766e7,35.1554,34.7,35.87,36.14,34.1,75973
1.1201706e7,36.9827,37.07,36.7,37.44,36.43,75913
8.003858e6,36.8977,36.68,36.89,37.21,36.44,50551
6.541958e6,36.6714,36.65,36.68,36.92,36.3975,42512
2.1178082e7,36.7607,37.32,36.59,37.35,36.48,72329
9.705446e6,35.9912,36.44,35.97,36.53,35.585,65736
7.391319e6,36.3848,36.31,36.25,36.7,36.2,52533
2.1225357e7,34.0741,35.97,33.85,35.97,33.32,125254
1.2634514e7,33.6229,33.72,33.89,33.99,33.135,83001
3.5596639e7,33.3129,33.77,33.28,33.91,33.09,92548
1.3379101e7,34.153,33.56,34.65,34.65,33.0,73918
1.210806e7,34.8699,34.61,35.11,35.31,34.23,75605
7.75033e6,35.1982,35.17,35.28,35.525,34.755,52301
4.816474e6,35.5493,35.65,35.38,36.05,35.285,37685
6.555087e6,35.5417,35.87,35.59,35.96,35.34,42087
9.906605e6,35.0038,35.23,34.64,35.52,34.58,64156
1.3932241e7,34.4236,34.67,34.55,34.73,34.195,70461
1.2409378e7,34.3714,34.57,34.5,34.75,33.77,61400
9.827282e6,34.5769,34.43,34.68,34.75,34.28,55216
1.0228271e7,34.6976,35.09,34.44,35.24,34.27,67812
1.0187446e7,34.7223,34.38,35.22,35.27,34.24,69686
9.54022e6,36.4878,35.94,36.7,36.84,35.86,63798
9.467241e6,36.5587,36.87,36.37,37.0483,36.19,50080
9.034187e6,37.4115,36.5,37.71,37.92,36.28,58417
8.091469e6,37.2858,37.57,37.17,37.895,36.795,50311
5.8535e6,37.5927,37.26,37.48,37.855,37.17,38185
7.913122e6,38.4417,37.57,38.39,38.76,37.51,54537
6.677114e6,38.5473,38.29,38.43,38.82,38.14,40102
6.862872e6,38.4881,38.53,38.6,38.655,38.11,44182
9.624573e6,38.4479,38.61,38.35,38.68,38.16,43452
8.683205e6,38.2995,38.23,38.27,38.68,37.955,56690
1.6132431e7,39.7286,40.0,39.81,40.5,39.15,78768
7.371554e6,38.758,39.16,38.94,39.33,38.38,43211
7.151346e6,38.3754,38.84,38.57,38.9,37.95,45541
6.228065e6,38.2726,38.69,38.0,38.88,37.985,44304
7.803306e6,37.4646,37.78,37.15,37.99,37.08,51244
6.550168e6,37.6797,37.3,37.73,38.02,37.17,40214
4.482085e6,37.6696,37.72,37.89,37.94,37.35,34311
8.712977e6,38.635,37.77,38.97,38.99,37.63,56441
4.387207e6,38.9786,38.99,38.98,39.15,38.78,34359
8.05376e6,39.5618,39.46,39.31,39.87,39.245,51224
6.575466e6,39.9107,39.46,39.96,40.23,39.36,43112
4.720716e6,39.719,39.74,39.75,39.925,39.32,34323
5.779235e6,39.1384,39.37,39.16,39.51,38.945,29748
4.834327e6,39.396,39.12,39.35,39.75,39.12,28518
5.337394e6,39.3282,39.5,39.33,39.6,39.145,25272
5.752865e6,39.4783,39.41,39.35,39.74,39.26,36755
4.716126e6,38.984,39.0,38.86,39.32,38.81,33524
8.518628e6,38.3012,38.71,38.43,38.72,37.945,47801
7.886287e6,38.7235,38.6,38.94,38.97,38.415,38106
8.291284e6,39.4614,39.32,39.64,39.74,39.11,42889
4.673593e6,39.1827,39.69,39.35,39.69,38.705,32646
9.004789e6,40.5921,39.4,40.78,41.01,39.4,58338
4.619014e6,40.78,40.71,41.03,41.05,40.43,34582
7.535507e6,40.996,40.93,41.02,41.24,40.74,39895
8.113529e6,41.1904,40.7,41.47,41.49,40.7,46453
9.933728e6,42.0047,41.5,42.23,42.29,41.47,51638
9.845204e6,41.6661,42.15,41.49,42.37,41.14,65162
9.3137e6,41.4162,41.59,41.48,41.96,40.85,70139
7.22459e6,40.987,41.06,40.92,41.295,40.61,50485
5.93074e6,41.6028,41.27,41.53,41.935,41.14,39849
5.221194e6,41.2798,41.58,40.97,41.86,40.85,39808
7.221845e6,40.457,40.95,40.29,41.05,39.98,49348
4.849571e6,41.0139,40.66,41.12,41.34,40.59,38241
3.695072e6,41.212,41.33,41.02,41.555,40.875,31878
8.591428e6,40.4374,41.24,40.19,41.28,39.935,64197
1.0988219e7,39.5396,39.92,39.67,39.92,39.09,70528
1.1665662e7,38.9176,39.6,38.48,39.99,38.39,57664
1.0745452e7,38.1343,37.83,38.55,38.55,37.52,62533
7.09438e6,38.3771,38.51,38.6,38.64,37.9,42036
7.516332e6,38.0726,38.66,37.72,38.76,37.64,44642
9.364963e6,37.1244,37.43,37.12,37.54,36.86,57396
7.810714e6,37.2798,36.89,37.34,37.65,36.8,46753
6.512587e6,38.1521,38.07,38.0,38.45,37.9825,39710
6.024141e6,37.8465,38.18,37.76,38.26,37.54,42661
7.76167e6,38.2419,37.83,38.21,38.71,37.73,49033
6.187981e6,38.5067,38.56,38.42,38.94,38.185,45276
6.357062e6,38.3438,37.8,38.48,38.66,37.762,45980
4.489368e6,39.1928,38.75,39.24,39.34,38.66,27213
7.926385e6,39.7783,39.8,39.33,40.4,39.25,55184
5.839574e6,40.2026,39.58,40.18,40.435,39.58,41201
4.587208e6,40.3898,40.25,40.49,40.57,40.19,33452
6.211299e6,41.0351,41.04,41.14,41.25,40.695,40298
7.776547e6,41.7701,41.44,41.97,42.13,41.22,53580
7.550458e6,41.0742,41.82,40.92,41.92,40.695,51643
1.2627857e7,40.6245,40.77,40.62,40.905,40.195,57600
1.5193406e7,39.5064,40.12,39.0,40.67,38.5,91825
1.900111e7,38.6645,39.0,38.44,39.18,38.42,65868
1.1253585e7,38.1509,38.51,37.77,38.64,37.71,69606
8.193236e6,37.7905,37.98,37.54,38.12,37.54,46958
1.1725503e7,37.3869,37.51,37.15,37.72,37.12,56094
1.510451e7,37.0359,37.19,36.86,37.54,36.735,84890
1.2518462e7,37.1005,37.0,37.17,37.41,36.71,64127
9.651921e6,36.7679,36.69,36.86,37.255,36.28,59634
1.2183197e7,36.2404,36.86,36.05,36.99,35.995,72342
1.8091142e7,34.5989,35.75,34.07,35.99,33.9,106677
2.7862702e7,33.6361,33.98,33.5,34.25,33.14,136825
2.0464015e7,34.1402,33.31,34.27,34.66,33.31,107882
1.4452605e7,34.5937,34.66,34.55,34.91,34.34,77948
9.44185e6,35.2782,35.06,35.15,35.635,34.8,61990
1.490396e7,35.4376,35.5,35.29,35.75,34.24,80900
1.1250369e7,35.3865,36.0,35.21,36.09,35.1,62319
1.1242222e7,35.5867,35.31,35.7,35.865,35.09,53455
2.1835647e7,38.6727,38.485,38.21,39.5,38.16,114973
1.0394152e7,38.1927,38.25,38.2,38.525,37.92,59852
9.810807e6,37.5737,38.15,37.4,38.35,37.18,58865
1.5808245e7,36.8423,37.17,36.74,37.39,36.53,74698
1.8979774e7,37.7042,36.95,37.98,38.15,36.75,67205
8.050673e6,38.0617,38.67,38.03,38.77,37.7,50546
3.4974418e7,34.7548,35.49,35.03,35.5,33.98,159881
2.2750201e7,34.5211,35.21,34.26,35.21,33.86,114340
1.4991349e7,34.2442,34.33,34.21,34.5,33.96,80576
1.5704541e7,33.9022,34.08,33.7,34.32,33.64,76991
1.8957089e7,33.2957,33.7,33.33,33.885,32.99,102460
1.9036751e7,33.8472,33.69,33.79,34.08,33.61,86509
9.714969e6,33.6365,33.87,33.55,33.99,33.5,52969
6.363646e6,33.5652,33.9,33.6,33.9,33.44,31192
1.5732888e7,33.1776,33.61,33.15,33.62,33.01,65243
1.4578894e7,33.6793,33.5,33.65,33.95,33.37,66918
1.9737527e7,33.9343,33.6,34.15,34.27,33.26,69905
2.1282413e7,33.9072,34.15,33.81,34.21,33.7,73991
2.6514983e7,34.2401,33.8,34.41,34.42,33.57,73199
1.8532636e7,34.2154,34.36,34.25,34.49,33.905,63322
2.0916139e7,33.9419,34.05,33.97,34.16,33.68,68062
1.4985407e7,34.0673,34.03,34.13,34.34,33.715,76910
1.1107837e7,34.077,34.05,34.0,34.265,33.95,53302
1.5054539e7,33.6408,33.76,33.6,34.14,33.4327,62958
8.864253e6,33.7178,33.93,33.45,34.26,33.42,46965
1.6830675e7,34.5686,33.82,34.67,34.965,33.75,65121
1.4129169e7,35.2194,34.76,35.13,35.645,34.58,59846
1.0620898e7,35.255,35.19,35.39,35.41,35.02,51951
2.4290871e7,35.5464,35.55,35.45,36.13,35.305,71573
1.064153e7,34.6434,34.93,34.82,35.0,34.16,61734
9.570511e6,34.5146,34.79,34.36,34.935,34.19,56506
7.468251e6,34.5708,34.51,34.37,34.91,34.36,35916
2.651221e6,34.493,34.45,34.59,34.63,34.22,17098
4.919529e6,34.869,34.76,34.92,35.065,34.7,34197
8.858324e6,35.4532,35.2,35.5,35.73,35.08,51246
6.873537e6,35.5756,35.5,35.55,35.73,35.38,39689
6.25834e6,35.7423,35.6,35.95,36.005,35.37,38191
