volume,volume_weighted_average_price,open,close,high,low,number_of_transactions
7.099931e6,109.3224,109.49,108.76,110.42,108.76,56555
6.766627e6,109.4693,107.57,110.17,110.22,107.44,51375
6.916836e6,110.114,111.5,109.67,111.56,109.53,56884
8.295189e6,111.7317,110.4,111.82,112.64,109.82,65935
5.950181e6,112.3856,112.99,112.57,113.56,111.59,52743
6.965689e6,113.182,113.64,112.93,113.71,112.27,60999
9.652847e6,115.2376,113.98,115.28,115.88,113.86,68286
7.182707e6,114.636,115.515,114.64,115.59,114.12,61562
5.955223e6,115.2121,115.14,114.85,115.95,114.61,47889
4.793197e6,115.3562,115.92,115.4,116.0,114.85,46425
9.730424e6,116.0387,116.45,116.04,116.7,115.47,61506
8.746199e6,115.9919,115.31,116.15,116.39,115.11,57166
5.305308e6,116.2238,116.73,115.5,117.45,115.47,47657
8.533941e6,117.3064,117.4,117.89,117.9398,115.8,69325
7.123969e6,117.9421,118.45,116.98,119.6,116.51,63408
7.00226e6,115.0286,113.63,115.24,115.98,112.31,66026
6.432992e6,116.4811,115.83,116.52,117.21,114.7154,56695
9.255661e6,115.893,117.47,116.66,117.53,115.16,81984
1.3653347e7,115.4466,112.79,117.12,117.2,112.42,114159
9.446156e6,114.4011,116.75,113.89,117.32,113.15,81115
8.236584e6,116.5487,114.3,116.51,117.24,114.05,63784
7.396789e6,119.5254,118.04,120.08,120.34,117.3,65812
7.595345e6,119.9258,121.2,119.72,122.19,118.891,65271
4.020286e6,119.8326,120.09,119.89,120.6,119.47,34313
4.166262e6,118.9758,119.6,118.88,119.67,118.41,37895
4.868408e6,119.8431,118.56,120.06,120.15,118.5,39138
4.625447e6,119.3391,120.76,118.84,121.0,118.4,46308
6.482283e6,118.4924,118.85,118.56,119.91,117.87,49738
6.066472e6,120.1904,118.04,120.51,121.1,117.8,56683
5.769897e6,122.3718,120.89,122.99,123.0,120.8,53023
5.085799e6,122.3119,122.58,122.27,122.99,121.68,47873
4.878649e6,123.8521,122.63,123.91,124.45,122.3,47216
7.212911e6,122.2018,123.86,122.43,124.31,120.4,75829
5.88323e6,119.6494,121.72,119.49,121.85,118.53,55750
1.0139308e7,115.7391,114.29,116.44,116.79,113.52,94337
1.3636134e7,111.7417,115.67,109.66,116.415,109.33,142080
1.0306927e7,110.2356,109.81,109.11,112.63,108.6,109416
1.5461904e7,109.178,106.3,107.84,112.05,106.3,158785
1.7215994e7,106.2052,104.26,107.99,108.73,103.72,178003
1.3366965e7,109.828,107.46,112.86,113.05,106.53,142670
1.1912275e7,111.0642,112.82,109.76,114.56,108.26,133288
8.245198e6,113.6765,112.04,115.3,115.39,110.62,86986
7.671457e6,112.5612,112.03,112.18,114.9,111.24,77062
8.524269e6,109.6295,107.95,110.89,111.57,107.58,96144
1.2458891e7,103.4727,102.72,101.63,106.99,99.71,132051
1.1748492e7,107.0375,105.3,109.74,109.74,103.17,126234
1.0761017e7,105.0235,106.65,103.9,107.75,101.98,118027
2.0114391e7,98.6652,96.56,96.96,104.78,94.5,211428
1.9170559e7,104.3413,100.52,110.15,110.6,99.78,185244
1.6204938e7,97.4297,94.0,92.72,103.155,91.23,172615
1.7969391e7,96.8321,94.5,97.87,101.08,90.52,213790
1.6073257e7,90.3432,91.855,91.46,95.1,86.15,182310
1.2181578e7,93.9636,91.56,93.69,98.06,87.04,139395
1.4874413e7,90.2635,95.64,86.68,96.23,86.21,135450
1.296972e7,84.8804,86.29,85.26,88.15,82.07,138685
1.3874872e7,95.5201,89.4,97.29,98.0,89.4,146814
1.1814366e7,97.5222,97.43,95.71,100.42,95.27,123717
9.452863e6,99.0094,96.31,100.63,100.93,95.635,91765
1.1311959e7,94.452,97.0,93.48,97.105,93.06,118791
8.948597e6,96.6603,95.5,97.03,98.2599,94.37,89566
9.882034e6,96.6462,96.38,95.74,99.4314,94.87,91905
9.628376e6,92.3232,92.72,91.38,94.67,90.38,106458
7.077181e6,92.9018,91.1,93.52,94.6799,90.92,72110
7.699462e6,91.409,92.79,92.39,92.95,89.88,83417
1.1998987e7,99.9214,97.8,101.67,102.5,96.26,104842
1.0291513e7,101.9301,105.255,100.28,106.23,99.9,94568
9.38589e6,103.9311,101.61,105.06,105.505,100.75,87173
1.0894921e7,106.2329,105.63,105.84,108.7,104.78,101895
7.71616e6,104.6441,104.85,105.98,106.29,102.34,74383
8.417858e6,109.7589,109.0,109.785,110.98,107.93,86139
7.821377e6,107.8455,107.46,107.95,109.09,106.42,74487
9.575624e6,107.9044,109.5,108.31,109.525,106.57,105037
1.1069777e7,111.0837,110.3,111.85,112.12,110.054,108833
1.0730723e7,112.276,110.9,112.17,114.3,110.025,117353
1.1736608e7,109.5467,111.12,107.54,112.85,107.41,131445
1.287985e7,114.2702,110.29,115.19,116.0,109.91,113240
7.563183e6,116.4148,115.94,115.24,118.385,115.0,86482
1.0680406e7,118.7148,115.47,120.18,120.47,115.4,96383
6.678219e6,120.9012,121.25,120.53,122.387,120.055,77464
9.192284e6,117.6073,121.66,116.14,122.0,115.9029,105121
9.891526e6,122.3978,119.3,123.58,124.03,118.645,109771
7.569776e6,122.296,121.35,123.0,123.45,120.62,79826
5.613832e6,120.6484,119.85,120.61,122.7,119.43,64514
7.634351e6,122.7396,121.26,123.66,124.18,120.31,80482
9.241882e6,126.4571,124.94,125.43,127.94,124.85,88132
1.4031243e7,128.3537,127.05,128.31,129.59,126.12,141017
3.5487924e7,144.6191,139.92,146.29,147.2,139.28,309819
1.3169422e7,144.7466,143.25,144.96,146.4,142.11,143322
1.0273368e7,144.1768,142.96,143.96,145.27,142.18,101766
9.757599e6,143.6845,144.0,141.03,145.65,140.91,113599
1.1142641e7,142.5294,140.2,143.73,145.1,139.61,132462
9.272877e6,143.1956,142.07,144.41,144.7,141.43,106248
8.361165e6,144.227,142.9,145.51,145.89,141.63,87524
8.580542e6,147.3635,148.125,146.24,149.18,145.99,101612
7.779063e6,147.6706,146.7497,145.39,149.72,145.22,93287
7.811268e6,150.3366,148.0,150.94,151.08,147.9,92796
5.612696e6,149.1062,150.58,148.22,150.74,148.04,71434
5.724145e6,150.0289,148.26,150.86,151.0,147.36,60905
1.0267534e7,148.187,154.12,147.0,154.55,146.29,131476
9.554775e6,143.7322,145.48,145.96,146.4,140.02,120996
1.0050679e7,149.3201,144.73,148.79,151.945,144.51,100106
1.0156091e7,152.7543,150.5,155.01,155.33,148.93,113175
5.658288e6,154.2327,154.9,154.53,155.97,153.05,75248
6.344432e6,156.5952,156.0,157.49,157.6,154.61,84925
6.73283e6,156.5637,157.49,156.78,158.271,155.12,95172
7.554487e6,156.2423,156.7,154.6,159.4799,153.635,106730
8.446143e6,154.5778,152.98,156.0,156.34,150.0,110459
5.494431e6,155.1215,154.28,156.09,156.21,153.11,66177
7.26562e6,157.1115,155.79,156.86,158.21,155.5949,78367
5.881831e6,159.4811,157.6,159.91,160.89,157.6,78199
9.041718e6,155.3868,158.34,153.04,159.5,152.915,120850
7.038068e6,154.8515,157.06,155.26,157.21,151.89,94524
5.117394e6,156.0038,152.63,157.55,157.92,152.22,73421
6.539467e6,161.3511,160.19,161.22,162.83,158.3,90192
5.58262e6,163.7659,162.84,163.83,164.9597,161.66,79590
8.583734e6,167.0816,164.72,168.05,168.83,164.31,92804
1.1332668e7,166.681,170.6,164.36,171.12,164.01,118639
7.793821e6,169.5892,165.58,170.26,170.9,165.55,79017
7.693874e6,173.4402,172.0,172.79,175.4,170.4,95307
8.931751e6,167.7808,170.595,168.0,173.48,164.29,126949
6.650737e6,171.0921,169.0,172.5,172.78,168.19,78472
8.158658e6,171.2854,173.71,170.87,173.71,168.6,84081
5.423702e6,167.7778,171.48,168.35,171.48,165.56,80721
6.831902e6,172.9499,170.7,174.23,174.69,169.41,81485
6.869584e6,176.3155,174.625,177.43,178.2348,172.56,89798
5.943623e6,177.7521,179.69,177.21,179.8,176.72,82635
8.348329e6,177.4899,180.29,176.18,181.24,174.46,119143
5.529363e6,178.031,177.69,177.28,179.95,176.31,75294
7.233512e6,180.7526,178.89,181.57,182.64,178.5,76911
6.340005e6,182.3785,183.4,183.23,183.99,179.15,84915
7.570666e6,178.4283,181.63,178.4,182.52,177.13,116504
1.023478e7,176.0882,180.42,171.51,180.66,170.74,158663
1.0561987e7,169.6229,168.75,172.3,172.6,164.33,147994
6.659704e6,171.5391,172.99,172.06,173.36,169.01,95745
6.630594e6,169.3667,169.9,169.81,171.34,166.4998,82269
7.353955e6,172.8318,171.5,173.92,174.56,169.54,76041
6.025037e6,177.5928,174.65,178.82,179.64,172.68,76581
5.701784e6,176.1859,179.25,175.58,179.46,174.32,71877
4.669007e6,177.6506,176.16,178.42,179.49,175.73,71549
6.999615e6,175.2986,178.15,173.86,180.75,171.94,79165
6.256092e6,171.9053,171.08,172.56,173.6,169.08,90894
6.868784e6,176.4672,173.92,177.98,178.46,172.39,88771
6.125669e6,177.829,178.01,176.27,179.58,176.0102,76812
1.5436643e7,183.995,178.45,184.6,185.44,178.27,177346
1.6803593e7,192.5835,191.81,192.51,198.6599,189.1314,195680
1.086537e7,194.477,193.05,196.07,196.35,191.69,124341
7.961646e6,197.0687,198.25,197.07,199.4,195.22,109996
5.771585e6,197.2316,196.35,197.33,199.1,195.5206,74045
7.573326e6,202.3248,199.0,202.91,204.23,198.09,92335
5.821425e6,201.9535,202.0,204.09,204.16,198.88,86688
6.525299e6,199.882,203.71,198.63,203.9509,196.7,89242
8.792199e6,194.0555,198.7,193.32,199.85,191.69,104585
9.155292e6,190.5091,192.0,189.03,193.535,186.52,122453
7.939997e6,191.2117,190.0,191.32,192.51,189.4,100289
1.0082355e7,192.8682,192.1,193.07,195.13,191.48,115845
4.847965e6,191.9781,195.19,191.46,195.4687,190.51,73350
6.279277e6,196.332,193.92,196.29,197.42,193.25,83685
5.362472e6,195.4653,197.73,194.57,198.75,194.0,81201
6.86534e6,193.502,195.06,192.44,196.84,191.92,82283
6.772962e6,196.6953,192.06,198.18,198.7,191.51,81597
6.071035e6,197.202,197.93,196.79,199.0999,196.22,72076
5.404075e6,198.7075,200.0,198.88,201.0988,196.57,73146
5.108202e6,200.4323,198.49,201.67,201.96,196.24,67901
6.072171e6,203.2219,202.53,203.48,205.35,200.25,78286
6.047473e6,204.48,206.81,204.34,207.0,202.3,86206
4.581319e6,203.8487,205.4159,204.48,205.4159,202.42,65470
5.628727e6,203.8121,203.7,204.14,205.2523,202.2984,74018
6.237911e6,208.4982,205.59,208.93,209.8799,205.145,90635
7.217334e6,209.2354,211.6222,210.82,212.45,204.6,107783
1.5988394e7,201.0922,205.69,204.99,206.59,194.95,228805
1.7034108e7,191.0677,200.985,191.84,201.84,182.85,263834
9.282378e6,187.4258,184.7,185.95,191.75,184.7,151718
8.54196e6,193.3299,191.0,194.6,195.75,187.3,108340
6.580655e6,192.5956,196.09,190.09,198.22,187.84,97645
8.110351e6,184.8702,191.462,184.0,192.1,180.93,126773
7.053058e6,186.8212,186.0,186.96,188.6,184.38,82373
7.763369e6,185.8705,190.05,186.02,190.45,184.18,113208
8.174799e6,183.5065,187.095,180.91,189.34,180.67,128892
1.18401e7,175.8738,176.63,175.79,178.74,173.79,162390
1.3557242e7,175.4888,176.7,176.07,178.25,171.63,131202
1.3765625e7,180.7146,174.84,183.21,183.45,174.08,157186
8.939288e6,186.2007,186.79,187.78,188.06,182.185,117297
6.782378e6,184.2044,188.39,181.61,188.47,181.1,96792
7.374516e6,182.5002,180.17,182.19,184.9,179.6,96990
7.606454e6,185.3311,182.4,187.25,187.92,180.13,101814
7.570637e6,190.9034,190.9996,192.02,192.47,188.09,97764
6.766102e6,194.4006,192.64,194.5,195.78,191.11,96554
7.939637e6,196.9641,194.06,197.03,198.72,193.311,107864
7.268872e6,197.8015,199.26,196.94,201.27,196.2205,90741
6.54643e6,192.8026,192.73,191.91,196.21,189.25,103222
5.024054e6,195.6051,193.55,196.85,196.91,192.16,74849
5.921767e6,193.8496,196.13,191.66,197.37,190.88,91220
4.228748e6,194.5389,193.91,194.61,195.71,193.33,64423
5.582626e6,193.7132,196.75,193.06,196.87,192.67,74146
7.082372e6,196.0689,194.36,197.27,197.35,192.6,82977
1.0572446e7,201.2341,199.87,201.51,204.08,196.6323,116040
8.1453e6,205.8672,202.44,207.74,209.02,200.11,118615
8.591824e6,203.986,208.2035,203.6,208.948,200.5,118469
7.630531e6,201.4942,199.99,203.14,203.48,198.128,83412
9.66399e6,205.2475,204.44,204.45,207.47,202.22,106088
6.491682e6,202.7695,205.52,200.06,207.23,199.1,92939
4.867725e6,202.9125,201.14,201.96,205.47,200.31,81051
1.7247188e7,211.4202,208.3,213.07,215.83,206.02,215382
1.209829e7,205.8194,211.9,203.93,212.34,202.1403,146031
6.644745e6,202.9889,206.24,203.04,206.24,201.21,84188
7.643148e6,197.7503,200.66,197.22,203.89,195.05,107497
4.754359e6,199.8864,198.79,200.43,201.32,197.72,58589
8.050042e6,193.8582,196.96,192.31,198.39,191.5,116489
7.627102e6,195.4466,194.08,195.04,197.59,192.31,99218
1.2041236e7,186.5518,193.29,186.13,195.33,182.92,172009
1.4376424e7,186.1208,189.01,187.76,192.705,185.05,184435
3.1655751e7,181.6426,177.94,179.81,188.75,174.81,363440
1.6106952e7,190.8039,186.76,194.29,195.0,184.1102,212471
1.5188527e7,202.2485,202.3,204.56,204.92,199.37,179660
8.075064e6,202.0798,204.6,202.73,204.92,198.55,119512
1.8986391e7,189.8687,195.74,184.72,196.07,184.44,317672
1.3144319e7,182.6668,184.98,183.36,186.71,178.6,214952
9.151685e6,190.8327,187.4981,192.34,193.1,186.4,119989
7.10362e6,190.6921,193.95,189.1,194.9,188.43,109783
6.020699e6,188.6028,191.1069,188.62,191.7299,186.85,87414
1.0127757e7,189.8706,185.19,191.94,192.38,183.54,133373
6.448805e6,192.8844,192.13,192.3,194.63,190.63,101563
8.095357e6,191.0259,192.59,190.12,192.95,189.54,99578
9.39153e6,190.8088,190.82,190.9,192.75,189.57,128471
1.1518655e7,193.1631,192.47,192.67,194.73,190.96,145672
1.2019989e7,198.5832,194.53,200.82,202.16,193.92,155069
1.4781555e7,204.5319,204.0,206.0,207.0791,198.86,175704
1.3794973e7,212.9588,206.29,214.46,216.07,206.23,168820
5.303151e6,211.183,213.2,211.39,213.84,208.62,80562
1.2976149e7,212.9533,212.51,214.12,215.83,207.09,145156
1.0146956e7,217.6606,217.15,216.54,220.57,214.3401,159206
7.537366e6,212.4999,215.6,212.56,215.75,210.5,118715
7.645193e6,214.9034,213.33,214.54,216.93,213.11,110729
6.21464e6,216.9425,214.88,217.77,218.553,213.01,90867
5.363365e6,217.7063,217.39,217.93,219.32,216.31,77660
5.419592e6,217.1476,216.325,216.94,218.72,215.57,84875
7.807532e6,213.7186,217.0,210.8,218.94,209.25,117275
6.556822e6,213.3365,208.36,215.34,216.23,206.65,95694
4.283354e6,213.0705,213.39,214.06,215.0,210.4203,73669
9.759424e6,221.144,215.95,220.79,223.16,215.0,123644
6.508117e6,220.3177,221.93,221.6,222.31,217.12,92318
1.0110033e7,228.9431,224.8,230.2,231.15,224.61,138622
8.91406e6,235.6868,234.51,235.51,238.1,232.4,130507
1.1424717e7,235.4178,236.66,236.45,237.17,232.28,103357
8.156045e6,236.7539,232.62,237.72,239.7514,232.2013,106962
6.340935e6,241.6967,240.165,243.49,243.68,238.09,100874
6.421336e6,240.4365,243.6,239.44,244.25,238.33,93806
3.053752e6,239.4617,240.36,238.64,242.12,238.09,48759
7.07952e6,237.1158,243.5,235.73,243.5,235.25,90157
8.316075e6,231.5515,236.0,231.03,236.25,229.68,110768
6.017643e6,231.4973,232.19,231.51,233.84,230.02,82799
5.002663e6,232.5006,232.0,234.2,234.69,229.69,69929
